Date,File,S0,Maturity,Contract,rf,Call_IV_mean,Call_IV_std,Put_IV_mean,Put_IV_std,IV_Skew,IV_Spread,IV_Range,PCR
2024/8/14,OptionsDaily_2024_08_14.csv,22027.25,7,202408,0.017,0.061666353,0.072749668,0.155968068,0.147642957,-0.094301715,1.309931207,0.127742502,1.157625927
2024/8/15,OptionsDaily_2024_08_15.csv,21895.16992,6,202408,0.017,0.23789386,0.068635384,0.309919579,0.09639341,-0.072025719,0.759148523,0.090583587,0.998584931
2024/8/16,OptionsDaily_2024_08_16.csv,22349.33008,5,202408,0.017,0.173781262,0.084030323,0.331029648,0.121702965,-0.157248387,1.221262201,0.132506904,1.31433034
2024/8/19,OptionsDaily_2024_08_19.csv,22409.63086,2,202408,0.017,0.234087383,0.096279256,0.348354448,0.198980803,-0.114267064,2.584339321,0.177378675,1.598483875
2024/8/20,OptionsDaily_2024_08_20.csv,22429.09961,1,202408,0.017,0.261184887,0.107499809,0.344510041,0.277697749,-0.083325153,3.715473958,0.212093295,0.89894402
2024/8/21,OptionsDaily_2024_08_21.csv,22237.89063,28,202409,0.017,0.031501016,0.032020897,0.044605983,0.051599526,-0.013104967,0.521504838,0.040979453,0.615492569
2024/8/22,OptionsDaily_2024_08_22.csv,22148.83008,27,202409,0.017,0.098552873,0.029913507,0.135720331,0.061411361,-0.037167458,0.582511521,0.048438564,0.590844632
2024/8/23,OptionsDaily_2024_08_23.csv,22158.05078,26,202409,0.017,0.087647969,0.044597244,0.136053575,0.081338289,-0.048405606,0.824019596,0.066126352,0.614510359
2024/8/26,OptionsDaily_2024_08_26.csv,22240.11914,23,202409,0.017,0.090918556,0.047327285,0.104776314,0.068132318,-0.013857758,0.484907478,0.057742348,0.762953153
2024/8/27,OptionsDaily_2024_08_27.csv,22185,22,202409,0.017,0.052432246,0.03328852,0.085491296,0.053185323,-0.033059049,0.493006168,0.044808178,0.573808142
2024/8/28,OptionsDaily_2024_08_28.csv,22370.66016,21,202409,0.017,0.02101567,0.047348535,0.071011696,0.071169003,-0.049996026,0.645454527,0.065539949,1.051636056
2024/8/29,OptionsDaily_2024_08_29.csv,22201.84961,20,202409,0.017,0.136425899,0.043230797,0.18016298,0.067140794,-0.043737081,0.571470651,0.056869864,0.419563854
2024/8/30,OptionsDaily_2024_08_30.csv,22268.08984,19,202409,0.017,0.114481501,0.038678034,0.135496257,0.085644565,-0.021014756,0.537669344,0.066060979,0.76067449
2024/9/2,OptionsDaily_2024_09_02.csv,22235.09961,16,202409,0.017,0.095254343,0.044018929,0.096256519,0.069300005,-0.001002176,0.796200971,0.054933592,0.632710041
2024/9/3,OptionsDaily_2024_09_03.csv,22092.21094,15,202409,0.017,0.086851495,0.048255275,0.06440316,0.066337509,0.022448336,0.437657845,0.055607615,0.439671501
2024/9/4,OptionsDaily_2024_09_04.csv,21092.75,14,202409,0.017,0.130473264,0.080867751,0.058605607,0.11568223,0.071867657,0.8591225,0.102802947,0.651057616
2024/9/5,OptionsDaily_2024_09_05.csv,21187.71094,13,202409,0.017,0.189798168,0.041561252,0.276450883,0.10141657,-0.086652715,0.85690872,0.091269573,1.187005918
2024/9/6,OptionsDaily_2024_09_06.csv,21435.18945,12,202409,0.017,0.156336496,0.041672002,0.312264483,0.077892877,-0.155927988,0.615428195,0.100802427,1.350839045
2024/9/9,OptionsDaily_2024_09_09.csv,21144.43945,9,202409,0.017,0.176995064,0.097660189,0.323391607,0.12245177,-0.146396543,1.04070467,0.132528522,0.861589783
2024/9/10,OptionsDaily_2024_09_10.csv,21064.08008,8,202409,0.017,0.144878367,0.055627879,0.187221042,0.090515025,-0.042342675,0.697252702,0.07744437,0.894061089
2024/9/11,OptionsDaily_2024_09_11.csv,21031,7,202409,0.017,0.08561511,0.063856277,0.103233481,0.120443952,-0.017618371,0.80034934,0.096786124,0.924791576
2024/9/12,OptionsDaily_2024_09_12.csv,21653.25,6,202409,0.017,0.190550338,0.104880864,0.394777567,0.147797256,-0.204227229,1.185733142,0.163235658,0.860661351
2024/9/13,OptionsDaily_2024_09_13.csv,21759.65039,5,202409,0.017,0.190948516,0.06206506,0.292478763,0.121679369,-0.101530247,1.110359335,0.110564601,1.229533729
2024/9/16,OptionsDaily_2024_09_16.csv,21850.08008,2,202409,0.017,0.225423997,0.208660846,0.348719343,0.190054295,-0.123295346,2.573797719,0.207619897,1.241361393
2024/9/17,OptionsDaily_2024_09_17.csv,21850.08008,1,202409,0.017,,,,,,,,
2024/9/18,OptionsDaily_2024_09_18.csv,21678.83984,28,202410,0.017,0.032182054,0.076645188,0.035406699,0.054194052,-0.003224645,1.184601022,0.067616044,0.786829506
2024/9/19,OptionsDaily_2024_09_19.csv,22042.68945,27,202410,0.017,0.077846035,0.037615014,0.151458682,0.054145206,-0.073612647,0.460557504,0.059664194,1.12710115
2024/9/20,OptionsDaily_2024_09_20.csv,22159.41992,26,202410,0.017,0.099797035,0.03954598,0.109406405,0.077220524,-0.00960937,0.563240808,0.063330275,1.261038724
2024/9/23,OptionsDaily_2024_09_23.csv,22285.5293,23,202410,0.017,0.063212843,0.044960901,0.103986865,0.063038268,-0.040774022,0.443310861,0.059970312,1.463286245
2024/9/24,OptionsDaily_2024_09_24.csv,22431.7793,22,202410,0.017,0.025010935,0.041916721,0.093730522,0.07433244,-0.068719586,0.497008101,0.067648773,0.803931013
2024/9/25,OptionsDaily_2024_09_25.csv,22761.59961,21,202410,0.017,0.021491455,0.038836375,0.060860662,0.068410576,-0.039369207,0.513963793,0.060723917,1.368962684
2024/9/26,OptionsDaily_2024_09_26.csv,22858.81055,20,202410,0.017,0.120718933,0.04498144,0.139399863,0.070558185,-0.01868093,0.354405762,0.060011869,0.944141924
2024/9/27,OptionsDaily_2024_09_27.csv,22822.78906,19,202410,0.017,0.134769654,0.040269268,0.096426781,0.071781782,0.038342873,0.393998142,0.057750764,0.601590229
2024/9/30,OptionsDaily_2024_09_30.csv,22224.53906,16,202410,0.017,0.156811202,0.049246195,0.078069586,0.084669717,0.078741616,0.437269498,0.077142292,0.735803198
2024/10/1,OptionsDaily_2024_10_01.csv,22390.39063,15,202410,0.017,0.090738483,0.063837503,0.165672064,0.068942249,-0.074933582,0.591930786,0.075613906,0.745333477
2024/10/2,OptionsDaily_2024_10_02.csv,22390.39063,14,202410,0.017,,,,,,,,
2024/10/3,OptionsDaily_2024_10_03.csv,22390.39063,13,202410,0.017,,,,,,,,
2024/10/4,OptionsDaily_2024_10_04.csv,22302.71094,12,202410,0.017,0.058154681,0.058006121,0.09299856,0.097126978,-0.034843879,0.666964108,0.080712926,0.909905415
2024/10/7,OptionsDaily_2024_10_07.csv,22702.56055,9,202410,0.017,0.13573774,0.067703471,0.216606939,0.085999999,-0.080869199,0.643707377,0.087628239,1.119747899
2024/10/8,OptionsDaily_2024_10_08.csv,22611.39063,8,202410,0.017,0.098321566,0.051828516,0.170903918,0.073333358,-0.072582352,0.571272562,0.069901199,0.563100899
2024/10/9,OptionsDaily_2024_10_09.csv,22659.08008,7,202410,0.017,0.086419455,0.069836914,0.078304438,0.109129149,0.008115017,0.680097298,0.093145095,1.134385757
2024/10/10,OptionsDaily_2024_10_10.csv,22659.08008,6,202410,0.017,,,,,,,,
2024/10/11,OptionsDaily_2024_10_11.csv,22901.64063,5,202410,0.017,0.208213721,0.121426242,0.298713077,0.166594136,-0.090499356,1.631942204,0.1553701,1.328150685
2024/10/14,OptionsDaily_2024_10_14.csv,22975.28906,2,202410,0.017,0.252376476,0.159641121,0.386735036,0.424294313,-0.13435856,2.470255152,0.323558415,0.91549642
2024/10/15,OptionsDaily_2024_10_15.csv,23292.03906,1,202410,0.017,0.2831465,0.312154663,0.45809887,0.523987802,-0.17495237,3.830071145,0.459076022,1.617618305
2024/10/16,OptionsDaily_2024_10_16.csv,23010.98047,35,202411,0.017,0.030709457,0.038243013,0.030314643,0.040827007,0.000394814,0.668765334,0.039487243,0.895572555
2024/10/17,OptionsDaily_2024_10_17.csv,23053.83984,34,202411,0.017,0.108549995,0.044570585,0.125845081,0.029009933,-0.017295087,0.265690992,0.039885089,0.665189873
2024/10/18,OptionsDaily_2024_10_18.csv,23487.26953,33,202411,0.017,0.104739514,0.05691793,0.091647614,0.050868003,0.0130919,0.653084382,0.054712734,0.770774913
2024/10/21,OptionsDaily_2024_10_21.csv,23542.5293,30,202411,0.017,0.071041405,0.027114234,0.073797306,0.066459116,-0.002755901,0.685514693,0.046916975,0.557092933
2024/10/22,OptionsDaily_2024_10_22.csv,23535.42969,29,202411,0.017,0.039758433,0.028489088,0.077957862,0.035236748,-0.038199429,0.635855988,0.036723486,0.731540337
2024/10/23,OptionsDaily_2024_10_23.csv,23334.75977,28,202411,0.017,0.039088493,0.0332935,0.029391515,0.038444896,0.009696978,0.324209686,0.035491579,0.500795236
2024/10/24,OptionsDaily_2024_10_24.csv,23192.51953,27,202411,0.017,0.102505423,0.028518449,0.103133721,0.038947011,-0.000628298,0.343911396,0.03273615,0.471423671
2024/10/25,OptionsDaily_2024_10_25.csv,23348.44922,26,202411,0.017,0.075530509,0.032535153,0.10265264,0.02592706,-0.027122131,0.311512144,0.033058065,0.387431464
2024/10/28,OptionsDaily_2024_10_28.csv,23198.07031,23,202411,0.017,0.091248819,0.040860536,0.054099463,0.043070746,0.037149356,0.407027889,0.04557906,0.671275901
2024/10/29,OptionsDaily_2024_10_29.csv,22926.58984,22,202411,0.017,0.069873003,0.033007003,0.067976794,0.060063554,0.001896209,0.623757499,0.043363297,0.426231079
2024/10/30,OptionsDaily_2024_10_30.csv,22820.42969,21,202411,0.017,0.056052687,0.059547296,0.024099468,0.042458244,0.031953219,0.418055803,0.055081984,0.756841784
2024/10/31,OptionsDaily_2024_10_31.csv,22820.42969,20,202411,0.017,,,,,,,,
2024/11/1,OptionsDaily_2024_11_01.csv,22780.08008,19,202411,0.017,0.106531042,0.055508045,0.208193859,0.055986396,-0.101662817,0.501601395,0.074237514,0.522514887
2024/11/4,OptionsDaily_2024_11_04.csv,22965.39063,16,202411,0.017,0.099225438,0.051869515,0.180751145,0.063044653,-0.081525707,0.557751059,0.070470391,0.936931497
2024/11/5,OptionsDaily_2024_11_05.csv,23106.78906,15,202411,0.017,0.076071472,0.047502358,0.163427574,0.063986777,-0.087356102,0.458777768,0.071421754,1.042756673
2024/11/6,OptionsDaily_2024_11_06.csv,23217.38086,14,202411,0.017,0.055689288,0.059428442,0.073381021,0.090127559,-0.017691733,0.876174647,0.077040416,1.029635955
2024/11/7,OptionsDaily_2024_11_07.csv,23408.82031,13,202411,0.017,0.135261843,0.039678585,0.257795197,0.092789221,-0.122533354,0.92096311,0.09588266,1.126751833
2024/11/8,OptionsDaily_2024_11_08.csv,23553.89063,12,202411,0.017,0.137831817,0.039214516,0.172563102,0.066494414,-0.034731285,0.568716565,0.058104752,1.068454437
2024/11/11,OptionsDaily_2024_11_11.csv,23529.64063,9,202411,0.017,0.120483037,0.048263458,0.162211139,0.053036911,-0.041728102,0.408882154,0.054235611,0.71493829
2024/11/12,OptionsDaily_2024_11_12.csv,22981.76953,8,202411,0.017,0.151199699,0.070089823,0.10625285,0.10020011,0.044946849,0.827069343,0.084227654,0.471341594
2024/11/13,OptionsDaily_2024_11_13.csv,22860.23047,7,202411,0.017,0.084162511,0.067452647,0.094348974,0.107424844,-0.010186463,0.787074147,0.090469496,1.04507241
2024/11/14,OptionsDaily_2024_11_14.csv,22715.38086,6,202411,0.017,0.233704904,0.058015157,0.290731633,0.0696048,-0.057026729,0.569233955,0.068156704,0.469724532
2024/11/15,OptionsDaily_2024_11_15.csv,22742.76953,5,202411,0.017,0.220428,0.107452665,0.258444544,0.069139092,-0.038016544,0.959089091,0.094093806,0.773418381
2024/11/18,OptionsDaily_2024_11_18.csv,22546.53906,2,202411,0.017,0.305599441,0.100946219,0.304272963,0.125991551,0.001326478,1.145942114,0.111630006,0.615606125
2024/11/19,OptionsDaily_2024_11_19.csv,22848.80078,1,202411,0.017,0.179904714,0.158657328,0.437069591,0.22365999,-0.257164877,1.820743953,0.23249603,0.955832948
2024/11/20,OptionsDaily_2024_11_20.csv,22688.35938,28,202412,0.017,0.0396942,0.041567539,0.026747162,0.037688705,0.012947039,0.442575092,0.040388427,0.806428254
2024/11/21,OptionsDaily_2024_11_21.csv,22555.66016,27,202412,0.017,0.110878699,0.038894155,0.133549144,0.068359045,-0.022670445,0.672265949,0.054671343,0.666993437
2024/11/22,OptionsDaily_2024_11_22.csv,22904.32031,26,202412,0.017,0.069395222,0.033934219,0.124401716,0.03862374,-0.055006494,0.351933276,0.045620968,1.023948712
2024/11/25,OptionsDaily_2024_11_25.csv,22948.36914,23,202412,0.017,0.091177996,0.031816795,0.078980813,0.049325803,0.012197183,0.539285597,0.042466986,1.163959808
2024/11/26,OptionsDaily_2024_11_26.csv,22678.75977,22,202412,0.017,0.073615473,0.038634185,0.063244556,0.055625456,0.010370916,0.513965436,0.047168032,0.746667108
2024/11/27,OptionsDaily_2024_11_27.csv,22334.7793,21,202412,0.017,0.065647282,0.046948027,0.027192316,0.054119494,0.038454966,0.339881716,0.052866103,0.478229318
2024/11/28,OptionsDaily_2024_11_28.csv,22298.90039,20,202412,0.017,0.107751708,0.034992825,0.175310008,0.089907015,-0.0675583,0.418022693,0.073474117,0.726615236
2024/11/29,OptionsDaily_2024_11_29.csv,22262.5,19,202412,0.017,0.103550342,0.03240355,0.12800158,0.036460276,-0.024451239,0.458970176,0.036764299,1.149306863
2024/12/2,OptionsDaily_2024_12_02.csv,22736.92969,16,202412,0.017,0.061728176,0.046950798,0.146794391,0.050361364,-0.085066215,0.329526477,0.064176517,1.554378977
2024/12/3,OptionsDaily_2024_12_03.csv,23027.46094,15,202412,0.017,0.065431569,0.050166503,0.099399026,0.057221404,-0.033967457,0.409357517,0.056821685,1.382680445
2024/12/4,OptionsDaily_2024_12_04.csv,23255.33008,14,202412,0.017,0.012009396,0.033302133,0.077576922,0.05922165,-0.065567526,0.544925532,0.059262797,1.306071339
2024/12/5,OptionsDaily_2024_12_05.csv,23267.93945,13,202412,0.017,0.126088802,0.029688768,0.159949269,0.050425077,-0.033860467,0.276900195,0.045237706,1.316380497
2024/12/6,OptionsDaily_2024_12_06.csv,23193.26953,12,202412,0.017,0.120661235,0.029268386,0.147287592,0.070195948,-0.026626357,0.280914551,0.053325049,0.794441606
2024/12/9,OptionsDaily_2024_12_09.csv,23273.25,9,202412,0.017,0.099280795,0.048013258,0.14649351,0.058025825,-0.047212715,0.805871396,0.058082165,0.841942945
2024/12/10,OptionsDaily_2024_12_10.csv,23125.08008,8,202412,0.017,0.109576788,0.048024317,0.111860372,0.120338076,-0.002283583,0.645586501,0.086905572,0.655264114
2024/12/11,OptionsDaily_2024_12_11.csv,22903.63086,7,202412,0.017,0.079216428,0.063867535,0.058211575,0.095668741,0.021004853,1.015438727,0.080856215,0.811710222
2024/12/12,OptionsDaily_2024_12_12.csv,23046.80078,6,202412,0.017,0.164389644,0.048360044,0.19537361,0.11300509,-0.030983966,1.249412896,0.084707591,0.6208971
2024/12/13,OptionsDaily_2024_12_13.csv,23020.48047,5,202412,0.017,0.157836333,0.079869325,0.200763352,0.048200583,-0.042927019,0.809684093,0.071795627,0.635025015
2024/12/16,OptionsDaily_2024_12_16.csv,23039.90039,2,202412,0.017,0.225415488,0.055807447,0.21980928,0.137187582,0.005606208,2.242219688,0.101398256,0.809857673
2024/12/17,OptionsDaily_2024_12_17.csv,23018.00977,1,202412,0.017,0.29608468,0.292043016,0.196891818,0.124631532,0.099192862,4.500115134,0.233889641,0.843302393
2024/12/18,OptionsDaily_2024_12_18.csv,23168.66992,28,202501,0.017,0.008422908,0.019008876,0.049959238,0.038640213,-0.04153633,0.566374975,0.036352836,0.897242204
2024/12/19,OptionsDaily_2024_12_19.csv,22932.25,27,202501,0.017,0.086003297,0.030274611,0.113504456,0.052149972,-0.027501159,0.563032917,0.042150941,0.581617555
2024/12/20,OptionsDaily_2024_12_20.csv,22510.25,26,202501,0.017,0.101391959,0.02318391,0.055898108,0.040081721,0.045493851,0.315410217,0.037055449,0.483098047
2024/12/23,OptionsDaily_2024_12_23.csv,23104.53906,23,202501,0.017,0.040384546,0.034214344,0.106399785,0.049751768,-0.066015239,0.615054434,0.054630693,1.244741304
2024/12/24,OptionsDaily_2024_12_24.csv,23120.24023,22,202501,0.017,0.063806638,0.027991125,0.053009067,0.048172725,0.010797571,0.357823808,0.039673302,0.931962336
2024/12/25,OptionsDaily_2024_12_25.csv,23220.13086,21,202501,0.017,0.029173051,0.041612683,0.035346401,0.06596088,-0.00617335,0.607797009,0.055321929,1.008559842
2024/12/26,OptionsDaily_2024_12_26.csv,23246.93945,20,202501,0.017,0.101195211,0.06380844,0.178442736,0.167674251,-0.077247525,0.704132994,0.13167679,1.141103153
2024/12/27,OptionsDaily_2024_12_27.csv,23275.67969,19,202501,0.017,0.07722006,0.029165365,0.118514956,0.087219653,-0.041294896,0.540887491,0.067369146,0.96270294
2024/12/30,OptionsDaily_2024_12_30.csv,23190.19922,16,202501,0.017,0.075417002,0.035659164,0.084682711,0.056594191,-0.009265709,0.593826309,0.044305909,0.441597211
2024/12/31,OptionsDaily_2024_12_31.csv,23190.19922,15,202501,0.017,0.040197409,0.034213998,0.143171783,0.122010259,-0.102974374,1.054700607,0.093117441,0.499581003
