JID,JTYPE,VERDICT
"IPCM,98,刑智上易,67,20091019,1",CRIMINAL,Lose
"SLDM,104,審智簡,11,20150831,1",CRIMINAL,Lose
"TNDM,98,簡,1781,20090911,1",CRIMINAL,Lose
"TCDM,96,訴,1999,20070731,1",CRIMINAL,Lose
"CHDM,111,智簡,43,20221229,1",CRIMINAL,Lose
"TCDM,101,智簡上,17,20121009,1",CRIMINAL,Lose
"PCDM,109,智簡,75,20200921,1",CRIMINAL,Lose
"PCDM,102,智訴,11,20130815,1",CRIMINAL,Lose
"TYDM,100,桃智簡,42,20110810,1",CRIMINAL,Lose
"KSDM,108,智簡,43,20200108,1",CRIMINAL,Lose
"TPDM,99,智簡,123,20101231,1",CRIMINAL,Lose
"TYDM,107,智易,3,20190606,1",CRIMINAL,Lose
"PTDM,94,易,547,20051027,1",CRIMINAL,Lose
"KSDM,91,易,3894,20030304,4",CRIMINAL,Win
"KLDM,93,基簡,807,20041020,1",CRIMINAL,Lose
"TCDM,108,中智簡,15,20190528,1",CRIMINAL,Lose
"CHDM,104,智簡,46,20160107,1",CRIMINAL,Lose
"TPDM,94,易,482,20051118,1",CRIMINAL,Lose
"TPDM,101,智易,73,20130530,1",CRIMINAL,Lose
"TPDM,94,訴,1561,20081210,3",CRIMINAL,Lose
"CHDM,108,智簡,11,20190617,1",CRIMINAL,Lose
"KSDM,103,智簡,161,20141008,1",CRIMINAL,Lose
"KLDM,95,易,445,20061122,1",CRIMINAL,Lose
"TYDM,112,桃智簡,24,20240220,1",CRIMINAL,Lose
"KLDM,113,基智簡,5,20240812,1",CRIMINAL,Lose
"TCDM,104,中智簡,23,20150514,1",CRIMINAL,Lose
"TPDM,89,易,2199,20001213,1",CRIMINAL,Lose
"KSDM,105,智簡,73,20170116,1",CRIMINAL,Lose
"TCDM,96,訴,3319,20080307,1",CRIMINAL,Lose
"PTDM,96,簡,1263,20070921,1",CRIMINAL,Lose
"TPHM,89,上訴,4203,20001011,1",CRIMINAL,Lose
"TPDM,98,簡,2508,20090630,1",CRIMINAL,Lose
"TCDM,104,中智簡,120,20151130,1",CRIMINAL,Lose
"KSDM,108,智簡,1,20190606,1",CRIMINAL,Lose
"KSDM,103,智簡,56,20140605,1",CRIMINAL,Lose
"KSDM,100,智簡,316,20120130,1",CRIMINAL,Lose
"TYDM,96,簡,101,20080125,1",CRIMINAL,Lose
"PCDM,95,易,2398,20080710,1",CRIMINAL,Lose
"CHDM,101,智簡,8,20120131,1",CRIMINAL,Lose
"TYDM,106,智易,6,20180614,1",CRIMINAL,Lose
"TPDM,92,簡,3501,20030930,1",CRIMINAL,Lose
"IPCM,111,刑智上訴,33,20230112,1",CRIMINAL,Lose
"IPCM,104,刑智上易,98,20160324,1",CRIMINAL,Lose
"PCDM,99,智簡,106,20101021,1",CRIMINAL,Lose
"KSDM,101,智簡上,1,20120229,1",CRIMINAL,Lose
"PCDM,111,智易,42,20230424,1",CRIMINAL,Lose
"CTDM,110,智簡,9,20210528,1",CRIMINAL,Lose
"SLDM,92,簡,89,20030428,1",CRIMINAL,Lose
"TNDM,96,簡,3827,20071115,1",CRIMINAL,Lose
"PCDM,94,簡,5253,20060308,1",CRIMINAL,Lose
"TCDM,94,易,2392,20060414,1",CRIMINAL,Win
"SLDM,99,審智簡,19,20101008,1",CRIMINAL,Lose
"HLDM,107,原智易,1,20181211,1",CRIMINAL,Win
"TNDM,94,簡,682,20050414,1",CRIMINAL,Lose
"TPDM,111,智簡,50,20220914,1",CRIMINAL,Lose
"SLEM,109,士簡,223,20200603,1",CRIMINAL,Lose
"CYDM,93,訴,542,20050112,1",CRIMINAL,Lose
"TCDM,111,智簡,28,20220831,1",CRIMINAL,Lose
"KSDM,94,簡上,965,20060208,1",CRIMINAL,Lose
"TPDM,98,簡,4293,20091130,1",CRIMINAL,Lose
"SLEM,92,士簡,1543,20040916,1",CRIMINAL,Lose
"KSDM,100,智簡,128,20110809,1",CRIMINAL,Lose
"CHDM,111,智簡,26,20220722,1",CRIMINAL,Lose
"TCDM,107,中智簡,51,20181123,1",CRIMINAL,Lose
"TYDM,111,審智簡,23,20220829,1",CRIMINAL,Lose
"PCDM,111,智簡,7,20220114,1",CRIMINAL,Lose
"TNDM,106,智簡,55,20171030,1",CRIMINAL,Lose
"PCDM,111,智簡上,1,20220616,1",CRIMINAL,Lose
"TCDM,93,易,557,20040416,1",CRIMINAL,Lose
"NTDM,100,智易,14,20120112,1",CRIMINAL,Lose
"TCDM,108,中智簡,9,20190415,1",CRIMINAL,Lose
"IPCM,99,刑智上易,93,20110303,1",CRIMINAL,Lose
"TPHM,92,上易,1555,20030709,1",CRIMINAL,Lose
"TPSM,98,台上,1842,20090403",CRIMINAL,Lose
"TPSM,105,台上,3462,20161229",CRIMINAL,Lose
"TYDM,107,審智簡,7,20190415,1",CRIMINAL,Lose
"TPDM,108,智簡,21,20190606,1",CRIMINAL,Lose
"TNDM,101,智易,34,20130429,1",CRIMINAL,Lose
"SCDM,97,竹簡,75,20081120,1",CRIMINAL,Lose
"KSDM,102,智簡,113,20130704,1",CRIMINAL,Lose
"KSDM,102,智簡,36,20130524,1",CRIMINAL,Lose
"TYDM,98,壢簡,2945,20100414,1",CRIMINAL,Lose
"CTDM,108,智簡,17,20190731,1",CRIMINAL,Lose
"TYDM,100,桃智簡,41,20120320,1",CRIMINAL,Lose
"ILDM,105,智簡,7,20160615,1",CRIMINAL,Lose
"CHDM,99,簡,134,20100226,1",CRIMINAL,Lose
"TNDM,98,簡,2934,20100513,1",CRIMINAL,Lose
"KSDM,89,易,1612,20000518",CRIMINAL,Lose
"TPHM,91,上易,3175,20021231,1",CRIMINAL,Lose
"TNDM,107,智簡,8,20180227,1",CRIMINAL,Lose
"TPDM,90,易,1102,20011026,1",CRIMINAL,Lose
"TCHM,96,上訴,432,20071023,1",CRIMINAL,Lose
"TNDM,109,智簡,43,20200818,1",CRIMINAL,Lose
"KLDM,92,易,172,20030829,1",CRIMINAL,Win
"IPCM,99,刑智上訴,88,20101230,1",CRIMINAL,Lose
"TCDM,92,易,933,20030422,1",CRIMINAL,Lose
"TNDM,97,簡,580,20080326,1",CRIMINAL,Lose
"MLDM,95,苗簡,418,20060810,1",CRIMINAL,Lose
"TCDM,99,智易,54,20101011,1",CRIMINAL,Lose
"KSDM,98,審簡,6630,20100312,1",CRIMINAL,Lose
"CYDM,93,訴,268,20041124,3",CRIMINAL,Lose
"TCDM,89,易,3250,20001025",CRIMINAL,Lose
"TCDM,108,中智簡,37,20191031,1",CRIMINAL,Lose
"CTDM,110,智簡,37,20211217,1",CRIMINAL,Lose
"CYDM,105,智簡,25,20161230,1",CRIMINAL,Lose
"TNDM,97,簡,2473,20081128,1",CRIMINAL,Lose
"TPDM,93,易,1655,20041229,1",CRIMINAL,Lose
"TPDM,113,智易,7,20240918,1",CRIMINAL,Lose
"TPDM,100,智簡,88,20121228,1",CRIMINAL,Lose
"ILDM,109,智易,2,20200608,1",CRIMINAL,Lose
"TPDM,104,智易,42,20160107,1",CRIMINAL,Lose
"KSDM,103,智簡,41,20140502,1",CRIMINAL,Lose
"TCDM,90,訴,1470,20010713,1",CRIMINAL,Lose
"CYDM,110,智簡,36,20211228,1",CRIMINAL,Lose
"IPCM,104,刑智上更(一),1,20150423,1",CRIMINAL,Lose
"TCDM,104,中智簡,77,20150831,1",CRIMINAL,Lose
"IPCM,108,刑智上易,51,20200521,2",CRIMINAL,Lose
"PCDM,91,易,2078,20021118,1",CRIMINAL,Lose
"IPCM,100,刑智上訴,27,20110901,1",CRIMINAL,Lose
"ILDM,110,智簡,10,20220428,1",CRIMINAL,Lose
"KSDM,96,簡,3459,20070625,1",CRIMINAL,Lose
"TCDM,97,中簡,572,20080604,1",CRIMINAL,Lose
"KSDM,112,智簡,22,20230720,1",CRIMINAL,Lose
"PCDM,109,智易,9,20210601,1",CRIMINAL,Lose
"IPCM,111,刑智上易,55,20230329,1",CRIMINAL,Lose
"CHDM,99,智簡,59,20100930,1",CRIMINAL,Lose
"TPHM,92,上訴,3025,20040421,1",CRIMINAL,Lose
"PCDM,106,智簡,18,20170320,1",CRIMINAL,Lose
"TYDM,106,桃智簡,17,20170607,1",CRIMINAL,Lose
"TPDM,110,智易,16,20210608,1",CRIMINAL,Lose
"CHDM,104,智簡,8,20150224,1",CRIMINAL,Lose
"KSDM,107,智簡,37,20181009,1",CRIMINAL,Lose
"TCDM,89,訴,2508,20001130",CRIMINAL,Lose
"TYDM,95,桃簡,978,20060630,1",CRIMINAL,Lose
"TNDM,111,智簡,34,20230103,1",CRIMINAL,Lose
"TCDM,101,智易,107,20130115,1",CRIMINAL,Win
"PCDM,104,智簡,30,20150604,1",CRIMINAL,Lose
"KSDM,102,智簡,196,20131223,1",CRIMINAL,Lose
"TNHM,94,重上更(三),665,20060503,1",CRIMINAL,Lose
"IPCM,103,刑智上易,14,20140424,1",CRIMINAL,Lose
"CTDM,112,智易,1,20240223,1",CRIMINAL,Lose
"TPHM,91,上易,3022,20021227,1",CRIMINAL,Lose
"PCDM,99,智簡,30,20100315,1",CRIMINAL,Lose
"IPCM,104,刑智上訴,35,20150827,1",CRIMINAL,Lose
"SCDM,97,竹簡,1268,20080905,1",CRIMINAL,Lose
"PCDM,95,簡,928,20060330,1",CRIMINAL,Lose
"IPCM,110,刑智上易,20,20210603,1",CRIMINAL,Lose
"TCEM,93,中簡,1435,20040520,1",CRIMINAL,Lose
"IPCM,98,刑智上訴,22,20090810,1",CRIMINAL,Lose
"SCDM,97,竹簡,407,20081027,1",CRIMINAL,Lose
"TPDM,112,智簡,14,20231128,1",CRIMINAL,Lose
"KSDM,102,智訴,5,20131126,1",CRIMINAL,Lose
"IPCM,110,刑智上訴,13,20210728,1",CRIMINAL,Lose
"TCDM,99,智簡,23,20101029,1",CRIMINAL,Lose
"IPCM,107,刑智上訴,2,20180920,1",CRIMINAL,Lose
"TYDM,113,桃智簡,8,20240312,1",CRIMINAL,Lose
"KSDM,100,智簡,251,20111216,1",CRIMINAL,Lose
"PTDM,108,智簡上,2,20191212,1",CRIMINAL,Lose
"SLDM,95,訴,356,20070330,1",CRIMINAL,Lose
"SLDM,112,智簡,4,20230830,1",CRIMINAL,Lose
"CHDM,106,智易,9,20180331,1",CRIMINAL,Lose
"TNDM,94,簡,225,20050216,1",CRIMINAL,Lose
"TPDM,102,智簡,81,20130925,1",CRIMINAL,Lose
"KSDM,101,智簡,216,20130103,1",CRIMINAL,Lose
"MLDM,102,苗智簡,1,20130326,1",CRIMINAL,Lose
"KSDM,104,智簡,125,20160204,1",CRIMINAL,Lose
"TNDM,97,易,897,20090619,1",CRIMINAL,Lose
"TPDM,93,易,1149,20050628,1",CRIMINAL,Lose
"CHDM,110,智簡上,1,20220128,1",CRIMINAL,Lose
"HUEM,107,虎智簡,1,20180629,1",CRIMINAL,Lose
"KSDM,101,智簡,254,20130114,1",CRIMINAL,Lose
"KSDM,90,易,821,20010629,1",CRIMINAL,Lose
"CTDM,108,智簡上,2,20190531,1",CRIMINAL,Lose
"PCDM,97,簡,719,20080229,1",CRIMINAL,Lose
"CHDM,98,簡,2340,20091120,1",CRIMINAL,Lose
"CTDM,108,智簡,6,20190520,1",CRIMINAL,Lose
"PTDM,111,智簡,14,20220912,1",CRIMINAL,Lose
"PTDM,111,智訴,2,20221018,1",CRIMINAL,Lose
"TCDM,102,中智簡,68,20131031,1",CRIMINAL,Lose
"PCDM,101,智簡,50,20120507,1",CRIMINAL,Lose
"TYDM,92,桃簡,1576,20040731,1",CRIMINAL,Lose
"PCDM,109,智簡上,10,20200722,1",CRIMINAL,Lose
"TPHM,93,上易,602,20050120,2",CRIMINAL,Lose
"IPCM,103,刑智上易,12,20140522,1",CRIMINAL,Lose
"PTDM,112,智訴,1,20240617,1",CRIMINAL,Win
"CYDM,101,智簡,27,20120723,1",CRIMINAL,Lose
"TNDM,101,智易,20,20120614,1",CRIMINAL,Lose
"KSDM,99,審智簡,63,20101221,1",CRIMINAL,Lose
"ILDM,101,智易,9,20120604,1",CRIMINAL,Lose
"IPCM,100,刑智上易,110,20120118,1",CRIMINAL,Lose
"TPDM,100,智易,50,20110831,1",CRIMINAL,Lose
"KSDM,98,審簡,2123,20091216,1",CRIMINAL,Lose
"TPDM,111,智易緝,2,20230502,2",CRIMINAL,Lose
"PCDM,95,簡,7586,20061229,1",CRIMINAL,Lose
"TCDM,109,中智簡,5,20200131,1",CRIMINAL,Lose
"TTDM,100,智簡,2,20111222,1",CRIMINAL,Lose
"TPSM,107,台非,61,20180620,1",CRIMINAL,Lose
"TYDM,106,智易,17,20190211,2",CRIMINAL,Win
"PCDM,88,訴,1211,20000930",CRIMINAL,Lose
"PCDM,101,智簡,20,20121228,1",CRIMINAL,Lose
"TCDM,110,智簡,20,20210730,1",CRIMINAL,Lose
"TYDM,109,審智簡,21,20210330,1",CRIMINAL,Lose
"SCDM,95,竹簡,1433,20070413,1",CRIMINAL,Lose
"SCDM,94,竹簡,718,20050822,1",CRIMINAL,Lose
"IPCM,101,刑智上易,104,20130221,1",CRIMINAL,Lose
"PCDM,94,訴,1396,20060411,1",CRIMINAL,Lose
"PCDM,99,智易,34,20100811,1",CRIMINAL,Lose
"TPDM,96,簡,1533,20070514,1",CRIMINAL,Lose
"PTDM,94,簡,1304,20051027,1",CRIMINAL,Lose
"IPCM,99,刑智上易,68,20101118,1",CRIMINAL,Lose
"KSDM,104,智簡,80,20160216,1",CRIMINAL,Lose
"PCDM,95,簡,207,20060220,1",CRIMINAL,Lose
"TYDM,101,壢智簡,11,20120528,1",CRIMINAL,Lose
"CHDM,111,智簡,6,20220118,1",CRIMINAL,Lose
"PCDM,108,智簡上,8,20200121,1",CRIMINAL,Lose
"TCDM,95,中簡,940,20060425,1",CRIMINAL,Lose
"TPHM,92,上更(一),450,20030923,1",CRIMINAL,Lose
"TCDM,96,訴,4067,20080311,1",CRIMINAL,Lose
"TPHM,92,上易,683,20030815,2",CRIMINAL,Lose
"SLDM,113,智簡,5,20240328,1",CRIMINAL,Lose
"TCDM,109,智易,65,20201028,1",CRIMINAL,Lose
"IPCM,100,刑智上易,80,20111019,1",CRIMINAL,Lose
"ILDM,100,智易,12,20111130,1",CRIMINAL,Lose
"TPDM,93,簡,120,20040206,1",CRIMINAL,Lose
"CTDM,107,智簡,16,20180810,1",CRIMINAL,Lose
"PCDM,95,簡上,451,20070111,1",CRIMINAL,Lose
"TCDM,110,智簡,27,20220330,1",CRIMINAL,Lose
"PCDM,92,簡上,368,20040129,1",CRIMINAL,Lose
"TPDM,96,簡,277,20070206,1",CRIMINAL,Lose
"TNDM,106,智簡,21,20170831,1",CRIMINAL,Lose
"IPCM,104,刑智上訴,9,20150624,1",CRIMINAL,Lose
"CPEM,108,竹北簡,205,20190603,1",CRIMINAL,Lose
"TCDM,111,智訴,10,20221214,1",CRIMINAL,Lose
"TPHM,96,上易,1180,20070726,1",CRIMINAL,Lose
"TPDM,92,簡,2361,20030703,1",CRIMINAL,Lose
"CHDM,107,智簡,2,20180416,1",CRIMINAL,Lose
"IPCM,112,刑智上易,33,20230928,1",CRIMINAL,Lose
"IPCM,101,刑智上訴,39,20120726,1",CRIMINAL,Lose
"IPCM,109,刑智上訴,3,20200316,1",CRIMINAL,Lose
"PCDM,100,智簡,120,20120525,1",CRIMINAL,Lose
"IPCM,98,刑智上易,18,20090427,1",CRIMINAL,Lose
"TNDM,99,智簡,33,20100914,1",CRIMINAL,Lose
"ULDM,109,智簡,3,20201030,1",CRIMINAL,Lose
"TCDM,112,智易,76,20240314,1",CRIMINAL,Lose
"TCHM,95,重上更(三),121,20061129,1",CRIMINAL,Lose
"TPDM,103,自,10,20151230,1",CRIMINAL,Lose
"TYDM,105,智易,29,20161222,1",CRIMINAL,Lose
"TYDM,100,桃智簡,98,20120229,1",CRIMINAL,Lose
"CTDM,109,智簡,47,20210407,1",CRIMINAL,Lose
"PCDM,112,智易,44,20240521,6",CRIMINAL,Lose
"TPSM,111,台上,4249,20221019,1",CRIMINAL,Lose
"TCDM,104,智易,90,20160330,1",CRIMINAL,Lose
"TYDM,106,桃智簡,27,20181016,1",CRIMINAL,Lose
"TPDM,105,智訴,3,20160518,1",CRIMINAL,Lose
"IPCM,107,刑智上訴,44,20190221,1",CRIMINAL,Lose
"SLDM,98,審簡,151,20090323,1",CRIMINAL,Lose
"KSDM,102,智簡,115,20130909,1",CRIMINAL,Lose
"TNDM,95,簡,1476,20060630,1",CRIMINAL,Lose
"TNDM,111,智簡,7,20220331,1",CRIMINAL,Lose
"TPDM,104,自,88,20170222,1",CRIMINAL,Win
"TCDM,112,中智簡,17,20230324,1",CRIMINAL,Lose
"TPDM,104,智易,74,20151222,1",CRIMINAL,Lose
"CTDM,113,智簡,21,20240826,1",CRIMINAL,Lose
"CYDM,104,智易,13,20160817,1",CRIMINAL,Win
"KSDM,110,智簡,63,20220512,1",CRIMINAL,Lose
"CYDM,95,嘉簡,1078,20060817,1",CRIMINAL,Lose
"CTDM,110,智簡,14,20210630,1",CRIMINAL,Lose
"TPDM,103,智簡,37,20140709,1",CRIMINAL,Lose
"CHDM,108,智簡,47,20200205,1",CRIMINAL,Lose
"KSDM,103,審智易,14,20140515,1",CRIMINAL,Lose
"SLDM,94,易,698,20051201,1",CRIMINAL,Lose
"CHDM,111,智簡,50,20221115,1",CRIMINAL,Lose
"TCDM,111,中智簡,61,20220826,1",CRIMINAL,Win
"IPCM,107,刑智上訴,37,20181206,1",CRIMINAL,Lose
"TYDM,104,智簡上,2,20160115,1",CRIMINAL,Lose
"NTDM,96,埔刑簡,281,20071206,1",CRIMINAL,Lose
"TYDM,100,智易,38,20120308,1",CRIMINAL,Win
"KSDM,101,智簡,173,20120813,1",CRIMINAL,Lose
"PCDM,104,智訴,2,20160427,1",CRIMINAL,Win
"IPCM,111,刑智上易,25,20220831,1",CRIMINAL,Lose
"SLDM,113,智簡,4,20240308,1",CRIMINAL,Lose
"TNDM,100,智簡,49,20111028,1",CRIMINAL,Lose
"TNDM,103,智簡,24,20141017,1",CRIMINAL,Lose
"TNDM,93,易,594,20050201,1",CRIMINAL,Win
"FYEM,105,豐智簡,8,20161103,1",CRIMINAL,Lose
"PTDM,98,簡,277,20090623,1",CRIMINAL,Lose
"TCHM,92,上易,1997,20031218,1",CRIMINAL,Lose
"IPCM,100,刑智上易,50,20110825,1",CRIMINAL,Lose
"TPDM,96,簡,4131,20071231,1",CRIMINAL,Lose
"IPCM,103,刑智上易,10,20140501,1",CRIMINAL,Lose
"KSDM,112,智簡,40,20230831,1",CRIMINAL,Lose
"TCDM,100,中智簡,11,20110225,1",CRIMINAL,Lose
"TCDM,91,易,1324,20020722,1",CRIMINAL,Lose
"TPDM,112,智簡,42,20240311,1",CRIMINAL,Lose
"KSDM,101,智簡,24,20120305,1",CRIMINAL,Lose
"IPCM,101,刑智上訴,11,20120502,1",CRIMINAL,Lose
"KSDM,99,智簡,55,20110215,1",CRIMINAL,Lose
"IPCM,112,刑智上重訴,14,20240516,1",CRIMINAL,Lose
"PCDM,104,智簡,25,20150420,1",CRIMINAL,Lose
"TPDM,108,智簡,16,20190412,1",CRIMINAL,Lose
"IPCM,109,刑智上訴,24,20201230,1",CRIMINAL,Lose
"CYDM,91,訴,619,20030108,1",CRIMINAL,Lose
"TPDM,89,易,1812,20001003,1",CRIMINAL,Lose
"TPDM,88,易,2383,20000731",CRIMINAL,Lose
"ULDM,107,智易,10,20190424,3",CRIMINAL,Lose
"TCHM,93,上易,1185,20041223,1",CRIMINAL,Lose
"TNDM,98,易,723,20090821,1",CRIMINAL,Win
"KMDM,103,智易,1,20140724,2",CRIMINAL,Lose
"NTDM,103,埔智簡,2,20141231,1",CRIMINAL,Lose
"TPHM,94,上更(一),844,20060615,1",CRIMINAL,Lose
"KSDM,94,簡,3211,20050621,1",CRIMINAL,Lose
"TPDM,103,智易,7,20140227,1",CRIMINAL,Lose
"TCDM,101,中智簡,85,20120928,1",CRIMINAL,Lose
"CHDM,110,智簡,1,20210304,1",CRIMINAL,Lose
"CHDM,112,智簡,52,20231227,1",CRIMINAL,Lose
"TPHM,94,上更(二),792,20060915,1",CRIMINAL,Lose
"CTDM,105,審智易,25,20161207,1",CRIMINAL,Lose
"IPCM,111,刑智上易,63,20231206,1",CRIMINAL,Lose
"TPDM,91,簡,4436,20030129,1",CRIMINAL,Lose
"TYDM,104,壢智簡,4,20150520,1",CRIMINAL,Lose
"NHEM,110,湖簡,120,20210621,1",CRIMINAL,Lose
"KSDM,97,審簡,1643,20080814,1",CRIMINAL,Lose
"TYDM,111,壢智簡,14,20221003,1",CRIMINAL,Lose
"KLDM,94,基簡,603,20050812,1",CRIMINAL,Lose
"CYDM,92,訴,463,20040531,2",CRIMINAL,Lose
"TCDM,101,智易,25,20120912,2",CRIMINAL,Lose
"CHDM,90,訴,878,20010810,1",CRIMINAL,Lose
"TCDM,101,智簡,33,20120928,1",CRIMINAL,Lose
"TPHM,96,上更(一),384,20070911,1",CRIMINAL,Lose
"SLDM,97,易,57,20081231,1",CRIMINAL,Lose
"PTDM,110,智簡,21,20210601,1",CRIMINAL,Lose
"TNDM,108,智簡,51,20191030,1",CRIMINAL,Lose
"IPCM,107,刑智上易,42,20181213,1",CRIMINAL,Lose
"IPCM,103,刑智上易,64,20140925,1",CRIMINAL,Lose
"PCDM,99,智簡,78,20100728,1",CRIMINAL,Lose
"SLDM,105,審智易,11,20160415,1",CRIMINAL,Lose
"PCDM,111,智簡,15,20220316,1",CRIMINAL,Lose
"TCDM,111,智易,84,20230816,1",CRIMINAL,Lose
"TCDM,90,訴,2191,20020606,1",CRIMINAL,Lose
"CTDM,110,智簡,15,20210909,1",CRIMINAL,Lose
"TCDM,112,智訴,8,20230922,1",CRIMINAL,Lose
"SLEM,92,士簡,1281,20031029,1",CRIMINAL,Lose
"TCDM,105,智簡,13,20160629,1",CRIMINAL,Lose
"PCDM,97,訴,973,20080630,1",CRIMINAL,Lose
"IPCM,109,刑智上易,38,20201015,1",CRIMINAL,Lose
"TCDM,97,中簡,1227,20080414,1",CRIMINAL,Lose
"TNDM,93,簡,2809,20041231,1",CRIMINAL,Lose
"MLDM,90,訴,24,20021015,1",CRIMINAL,Lose
"CHDM,98,簡,1643,20090812,1",CRIMINAL,Lose
"KSDM,106,智簡,42,20170807,1",CRIMINAL,Lose
"TYDM,109,壢智簡,14,20210830,1",CRIMINAL,Lose
"NTDM,103,智易,6,20141225,1",CRIMINAL,Lose
"KLDM,100,基智簡,18,20120131,1",CRIMINAL,Lose
"KSDM,101,智簡,91,20120607,1",CRIMINAL,Lose
"CYDM,111,智簡,13,20221111,1",CRIMINAL,Lose
"IPCM,100,刑智上易,91,20111214,1",CRIMINAL,Lose
"TPDM,112,智簡,12,20230515,1",CRIMINAL,Lose
"TPDM,102,智簡,78,20131211,1",CRIMINAL,Lose
"CHDM,102,智簡,32,20130830,1",CRIMINAL,Lose
"PTDM,105,智易緝,5,20170531,1",CRIMINAL,Lose
"KSDM,103,智簡,213,20150703,1",CRIMINAL,Lose
"TYDM,106,智易,4,20180126,3",CRIMINAL,Win
"PCDM,104,智易,66,20160509,1",CRIMINAL,Lose
"TPDM,95,易,707,20061215,1",CRIMINAL,Lose
"IPCM,100,刑智上訴,49,20111027,1",CRIMINAL,Lose
"PCDM,100,智簡,40,20110509,1",CRIMINAL,Lose
"TYDM,109,智易緝,2,20201028,1",CRIMINAL,Lose
"KSDM,103,智簡上,9,20140922,1",CRIMINAL,Lose
"PCDM,111,智易,14,20220817,1",CRIMINAL,Lose
"TCDM,111,中智簡,7,20220517,1",CRIMINAL,Lose
"TYDM,101,桃智簡,26,20120630,1",CRIMINAL,Lose
"TPDM,98,易,403,20090413,1",CRIMINAL,Lose
"IPCM,101,刑智上易,107,20130327,2",CRIMINAL,Lose
"PCDM,100,智訴,7,20110715,1",CRIMINAL,Lose
"TPHM,92,上易,2659,20040720,1",CRIMINAL,Lose
"TPDM,112,智簡,26,20230809,1",CRIMINAL,Lose
"CHDM,107,智簡,25,20181031,1",CRIMINAL,Lose
"HLDM,89,易,326,20000711",CRIMINAL,Lose
"TPDM,96,簡,238,20070131,1",CRIMINAL,Lose
"IPCM,101,刑智上更(一),1,20120531,1",CRIMINAL,Lose
"KSDM,88,易,4611,20001128",CRIMINAL,Lose
"PCDM,95,簡,136,20060112,1",CRIMINAL,Lose
"IPCM,100,刑智上訴,78,20120516,1",CRIMINAL,Lose
"KSDM,99,智簡,6,20101231,1",CRIMINAL,Lose
"TCDM,109,中智簡,60,20201012,1",CRIMINAL,Lose
"TPDM,99,智訴,15,20120723,1",CRIMINAL,Lose
"PCDM,96,簡,6094,20071031,1",CRIMINAL,Lose
"NTDM,103,智易,5,20140804,1",CRIMINAL,Lose
"MLDM,101,苗智簡,4,20121225,1",CRIMINAL,Lose
"TCDM,108,智簡,34,20191113,1",CRIMINAL,Lose
"TYDM,112,審智簡,12,20231130,1",CRIMINAL,Lose
"TCDM,111,智簡,33,20220928,1",CRIMINAL,Lose
"TPDM,104,智簡,84,20151225,1",CRIMINAL,Lose
"CTDM,106,智訴,2,20170714,1",CRIMINAL,Lose
"TPDM,89,簡,618,20000904",CRIMINAL,Lose
"TNDM,112,智簡,5,20230214,1",CRIMINAL,Lose
"CTDM,105,智簡,106,20170210,1",CRIMINAL,Lose
"PCDM,109,智簡,32,20201203,1",CRIMINAL,Lose
"TPDM,107,智簡,42,20180724,1",CRIMINAL,Lose
"TCHM,97,上易,116,20080319,1",CRIMINAL,Lose
"PCDM,99,智簡,121,20110224,1",CRIMINAL,Lose
"PCDM,97,簡,1081,20080226,1",CRIMINAL,Lose
"IPCM,109,刑智上訴,31,20210224,1",CRIMINAL,Lose
"CYDM,111,智簡,36,20230325,1",CRIMINAL,Lose
"TYDM,100,壢智簡,20,20110613,1",CRIMINAL,Lose
"PCDM,113,智簡,12,20240415,1",CRIMINAL,Lose
"KSDM,100,智簡,10,20110323,1",CRIMINAL,Lose
"KSDM,103,智簡,108,20140808,1",CRIMINAL,Lose
"KSDM,104,智簡,114,20160104,1",CRIMINAL,Lose
"KSDM,101,智簡,168,20120814,1",CRIMINAL,Lose
"TPDM,96,簡,2243,20070716,1",CRIMINAL,Lose
"TCDM,109,智簡上,15,20210127,1",CRIMINAL,Lose
"KSDM,92,訴,1139,20030616,1",CRIMINAL,Lose
"KSDM,103,智簡,162,20141119,1",CRIMINAL,Lose
"PCDM,94,易,1679,20060818,1",CRIMINAL,Lose
"TCDM,105,中智簡,53,20160930,1",CRIMINAL,Lose
"TYDM,100,壢智簡,36,20120112,1",CRIMINAL,Lose
"TPSM,103,台上,3645,20141022",CRIMINAL,Lose
"TCDM,98,易,1407,20090723,1",CRIMINAL,Lose
"TCDM,92,訴,964,20030616,1",CRIMINAL,Lose
"PCDM,105,智簡,41,20160713,1",CRIMINAL,Lose
"TYDM,102,桃智簡,27,20130820,1",CRIMINAL,Lose
"IPCM,100,刑智上易,4,20110328,1",CRIMINAL,Lose
"PCDM,93,簡,2434,20040830,1",CRIMINAL,Lose
"SLDM,94,訴,683,20051213,1",CRIMINAL,Lose
"NTDM,109,智簡上,3,20210422,1",CRIMINAL,Lose
"TPDM,94,簡,3067,20060217,1",CRIMINAL,Lose
"KSDM,88,易,5428,20000121",CRIMINAL,Lose
"PCDM,107,智簡,72,20181227,1",CRIMINAL,Lose
"PTDM,109,智易,5,20200729,1",CRIMINAL,Win
"TNDM,94,簡,544,20050321,1",CRIMINAL,Lose
"IPCM,108,刑智上訴,54,20210826,3",CRIMINAL,Lose
"IPCM,107,刑智上訴,16,20181227,1",CRIMINAL,Lose
"KSDM,102,智簡,76,20130502,1",CRIMINAL,Lose
