JID,JTYPE,VERDICT
"TPBA,91,訴,160,20021106,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,3624,20051124,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,3837,20050914,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,1184,20080424,2",ADMINISTRATIVE,Win
"IPCA,112,行商訴,8,20230810,2",ADMINISTRATIVE,Lose
"IPCA,112,行商訴,32,20231130,2",ADMINISTRATIVE,Win
"TPBA,91,訴,139,20021113,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3337,20031008,2",ADMINISTRATIVE,Lose
"TPAA,112,上,20,20230731,1",ADMINISTRATIVE,Lose
"TPAA,98,判,520,20090514,1",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,118,20121220,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,190,20001130,1",ADMINISTRATIVE,Lose
"IPCA,109,行商更(一),2,20201008,1",ADMINISTRATIVE,Lose
"TPAA,90,判,2208,20011129,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,2124,20050720,1",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,56,20191031,2",ADMINISTRATIVE,Win
"TPBA,95,訴,20,20061207,2",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,61,20121227,2",ADMINISTRATIVE,Lose
"IPCA,108,行專訴,8,20190718,4",ADMINISTRATIVE,Mixed
"TPBA,92,訴,4899,20050131,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3245,20031008,2",ADMINISTRATIVE,Lose
"TPAA,89,判,361,20000217",ADMINISTRATIVE,Win
"IPCA,112,行專訴,50,20241226,2",ADMINISTRATIVE,Mixed
"TPAA,89,判,223,20000127",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,95,20190430,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1161,20010628,1",ADMINISTRATIVE,Lose
"TPAA,99,判,1366,20101223,1",ADMINISTRATIVE,Lose
"TPAA,98,判,158,20090219,1",ADMINISTRATIVE,Lose
"TPBA,97,訴,880,20080724,2",ADMINISTRATIVE,Lose
"IPCA,113,行專訴,1,20240627,4",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,27,20180906,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1076,20010614,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,2815,20041216,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,4001,20061207,2",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,26,20130613,1",ADMINISTRATIVE,Mixed
"TPAA,99,判,1094,20101021,1",ADMINISTRATIVE,Lose
"TPAA,99,判,179,20100225,1",ADMINISTRATIVE,Lose
"TPAA,91,判,56,20020111,1",ADMINISTRATIVE,Lose
"IPCA,103,行專訴,78,20150130,3",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,25,20220830,2",ADMINISTRATIVE,Lose
"TPAA,90,判,2503,20011221,1",ADMINISTRATIVE,Lose
"TPAA,94,判,981,20050707,1",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,13,20200806,3",ADMINISTRATIVE,Lose
"TPAA,92,判,1648,20031127,1",ADMINISTRATIVE,Win
"TPBA,92,訴,978,20040903,3",ADMINISTRATIVE,Lose
"TPAA,92,判,181,20030220,1",ADMINISTRATIVE,Lose
"TPAA,108,判,512,20191031,1",ADMINISTRATIVE,Lose
"IPCA,113,行商訴,30,20241113,2",ADMINISTRATIVE,Mixed
"TPAA,89,判,958,20000330",ADMINISTRATIVE,Lose
"TPAA,95,判,107,20060125,1",ADMINISTRATIVE,Lose
"TPAA,91,判,342,20020301,2",ADMINISTRATIVE,Win
"TPBA,90,訴,452,20020430,1",ADMINISTRATIVE,Mixed
"TPAA,95,判,887,20060615,1",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,12,20100610,4",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,118,20171228,2",ADMINISTRATIVE,Win
"TPBA,89,訴,693,20010328,2",ADMINISTRATIVE,Lose
"TPBA,97,訴,730,20080918,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,2167,20080327,3",ADMINISTRATIVE,Win
"TPBA,90,訴,290,20020110,2",ADMINISTRATIVE,Lose
"IPCA,105,行商訴,7,20160707,1",ADMINISTRATIVE,Lose
"TPAA,96,判,1596,20070906,1",ADMINISTRATIVE,Lose
"IPCA,110,行專訴,42,20220330,3",ADMINISTRATIVE,Win
"TPBA,90,訴,2854,20020715,2",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,74,20131017,2",ADMINISTRATIVE,Lose
"IPCA,97,行專訴,51,20090212,3",ADMINISTRATIVE,Lose
"TPAA,96,判,1117,20070628,1",ADMINISTRATIVE,Lose
"TPAA,104,判,454,20150813,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,1185,20020328,2",ADMINISTRATIVE,Win
"TPBA,90,訴,4506,20020828,2",ADMINISTRATIVE,Mixed
"TPBA,92,訴,2157,20040728,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,38,20171123,2",ADMINISTRATIVE,Win
"IPCA,100,行商訴,140,20120223,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,1051,20071122,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,4233,20031217,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3211,20030916,2",ADMINISTRATIVE,Win
"IPCA,101,行商訴,64,20120831,2",ADMINISTRATIVE,Lose
"TPAA,89,判,2677,20000901,1",ADMINISTRATIVE,Lose
"TPAA,99,判,919,20100909,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,2188,20011207,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,124,20051228,2",ADMINISTRATIVE,Lose
"TPAA,100,判,1376,20110811,1",ADMINISTRATIVE,Lose
"IPCA,105,行商訴,70,20160930,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,3370,20020411,2",ADMINISTRATIVE,Win
"IPCA,108,行商訴,32,20191121,2",ADMINISTRATIVE,Lose
"TPAA,108,判,148,20190329,1",ADMINISTRATIVE,Lose
"TPAA,89,判,2368,20000627",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,214,20100408,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,3187,20061030,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,1862,20020502,1",ADMINISTRATIVE,Win
"IPCA,102,行商訴,56,20131030,1",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,59,20090813,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,4123,20070823,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,2037,20030521,1",ADMINISTRATIVE,Mixed
"TPBA,89,訴,2251,20030522,5",ADMINISTRATIVE,Win
"IPCA,100,行商訴,144,20120306,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,3567,20061012,2",ADMINISTRATIVE,Lose
"IPCA,100,行專訴,86,20111222,3",ADMINISTRATIVE,Lose
"TPAA,112,上,178,20240314,2",ADMINISTRATIVE,Lose
"IPCA,97,行專訴,72,20090430,3",ADMINISTRATIVE,Lose
"IPCA,110,行商訴,84,20221109,2",ADMINISTRATIVE,Win
"TPBA,94,訴,3558,20061031,2",ADMINISTRATIVE,Lose
"IPCA,110,行專訴,4,20211006,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,2808,20020206,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,3972,20051130,1",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,31,20100722,2",ADMINISTRATIVE,Lose
"TPAA,94,判,1922,20051208,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,2930,20011129,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3085,20030910,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,887,20070329,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,3104,20070719,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,2524,20050929,1",ADMINISTRATIVE,Lose
"TPAA,90,判,2411,20011214,1",ADMINISTRATIVE,Lose
"IPCA,111,行專訴,60,20230831,3",ADMINISTRATIVE,Lose
"IPCA,105,行專更(二),1,20161027,2",ADMINISTRATIVE,Lose
"TPAA,89,判,1860,20000608",ADMINISTRATIVE,Lose
"TPBA,92,訴,1829,20040630,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1011,20010607,1",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,37,20191024,2",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,27,20110728,2",ADMINISTRATIVE,Mixed
"TPBA,96,訴,4248,20080508,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,2480,20051013,1",ADMINISTRATIVE,Mixed
"TPAA,111,上,492,20230525,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,1173,20030507,2",ADMINISTRATIVE,Lose
"TPAA,92,判,697,20030605,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,1030,20011220,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,17,20171221,2",ADMINISTRATIVE,Lose
"IPCA,98,行專更(一),2,20091029,2",ADMINISTRATIVE,Win
"TPBA,94,訴,3599,20061030,2",ADMINISTRATIVE,Lose
"TPAA,100,判,674,20110505,1",ADMINISTRATIVE,Lose
"IPCA,110,行商訴,9,20220223,2",ADMINISTRATIVE,Lose
"TPAA,95,判,591,20060427,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,1327,20080116,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,3827,20031120,1",ADMINISTRATIVE,Lose
"IPCA,101,行專訴,97,20130416,3",ADMINISTRATIVE,Lose
"TPBA,90,訴,1134,20011129,1",ADMINISTRATIVE,Mixed
"TPBA,93,訴,2994,20050929,2",ADMINISTRATIVE,Lose
"TPAA,103,判,242,20140515,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,4551,20031231,2",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,9,20110623,3",ADMINISTRATIVE,Lose
"TPBA,92,訴,3323,20050311,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,267,20060222,2",ADMINISTRATIVE,Mixed
"TPBA,96,訴更一,102,20080515,1",ADMINISTRATIVE,Win
"IPCA,102,行專訴,96,20140129,3",ADMINISTRATIVE,Lose
"TPBA,95,訴,2199,20070419,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,27,20180516,3",ADMINISTRATIVE,Lose
"TPBA,91,訴,1579,20030703,2",ADMINISTRATIVE,Mixed
"IPCA,112,行專訴,54,20240726,2",ADMINISTRATIVE,Mixed
"IPCA,98,行專訴,99,20100128,3",ADMINISTRATIVE,Win
"TPAA,108,判,486,20191017,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,527,20060518,2",ADMINISTRATIVE,Lose
"IPCA,103,行專訴,52,20141119,3",ADMINISTRATIVE,Lose
"IPCA,111,行專訴,18,20220923,4",ADMINISTRATIVE,Lose
"TPBA,91,訴,5143,20040211,2",ADMINISTRATIVE,Lose
"IPCA,104,行商訴,112,20160331,2",ADMINISTRATIVE,Lose
"TPAA,100,判,996,20110616,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,4224,20070920,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,618,20071206,2",ADMINISTRATIVE,Lose
"TPAA,98,判,355,20090402,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,2377,20030814,2",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,7,20191127,3",ADMINISTRATIVE,Lose
"TPBA,89,訴,4068,20010927,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,138,20071220,1",ADMINISTRATIVE,Lose
"TPAA,97,判,669,20080703,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,2585,20070424,2",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,106,20120229,3",ADMINISTRATIVE,Lose
"TPAA,89,判,762,20000316",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,43,20130828,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,2134,20060425,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,1543,20041021,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,2680,20080229,2",ADMINISTRATIVE,Lose
"TPAA,111,上,920,20240229,1",ADMINISTRATIVE,Lose
"TPAA,89,判,489,20000224",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,187,20100121,2",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,87,20111207,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,1646,20030612,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,1844,20070404,2",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,141,20121227,1",ADMINISTRATIVE,Mixed
"TPAA,110,上,433,20221124,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,2924,20031009,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,2220,20050331,2",ADMINISTRATIVE,Win
"TPBA,92,訴,118,20040317,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,398,20060123,3",ADMINISTRATIVE,Lose
"TPAA,99,判,412,20100423,1",ADMINISTRATIVE,Lose
"TPBA,92,訴,5527,20050331,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,4063,20051230,2",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,22,20180911,2",ADMINISTRATIVE,Lose
"IPCA,103,行專訴,94,20150430,3",ADMINISTRATIVE,Lose
"TPBA,94,訴,1465,20060406,1",ADMINISTRATIVE,Lose
"TPAA,88,判,817,19990402",ADMINISTRATIVE,Lose
"TPBA,91,訴,110,20021205,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,35,20100830,4",ADMINISTRATIVE,Win
"IPCA,103,行專訴,36,20141023,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,3668,20050324,2",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,76,20121129,3",ADMINISTRATIVE,Lose
"TPAA,88,判,3674,19991008",ADMINISTRATIVE,Lose
"TPAA,94,判,1117,20050728,1",ADMINISTRATIVE,Lose
"TPAA,106,判,569,20171026,1",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,2,20110526,1",ADMINISTRATIVE,Lose
"IPCA,109,行商訴,93,20210127,2",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,70,20230325,1",ADMINISTRATIVE,Lose
"IPCA,106,行專訴,44,20180227,4",ADMINISTRATIVE,Lose
"IPCA,100,行專訴,105,20120117,3",ADMINISTRATIVE,Lose
"TPBA,95,訴,1083,20070111,2",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,42,20130801,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,2507,20060906,1",ADMINISTRATIVE,Lose
"TPAA,90,判,2542,20011227,1",ADMINISTRATIVE,Lose
"TPBA,97,訴,384,20080508,1",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,124,20101216,4",ADMINISTRATIVE,Lose
"TPAA,90,判,1848,20011012,1",ADMINISTRATIVE,Lose
"TPAA,90,判,953,20010531,1",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,134,20140327,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,2871,20070719,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,2607,20010627,1",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,231,20110329,1",ADMINISTRATIVE,Lose
"TPAA,94,判,1780,20051117,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,3648,20061121,2",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,131,20130131,3",ADMINISTRATIVE,Mixed
"TPAA,112,上,55,20240412,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,5171,20040303,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,2191,20041125,2",ADMINISTRATIVE,Lose
"IPCA,99,行商更(二),5,20110428,1",ADMINISTRATIVE,Win
"TPAA,98,判,423,20090423,1",ADMINISTRATIVE,Lose
"IPCA,110,行商更(一),5,20220727,1",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,47,20190327,1",ADMINISTRATIVE,Win
"IPCA,104,行商訴,5,20150918,2",ADMINISTRATIVE,Lose
"TPAA,88,判,2059,19990531",ADMINISTRATIVE,Lose
"TPBA,89,訴,1435,20010727,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,1251,20010522,2",ADMINISTRATIVE,Lose
"TPAA,89,判,2923,20001012,1",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,72,20101021,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,4907,20020627,1",ADMINISTRATIVE,Lose
"IPCA,101,行商訴,152,20130124,1",ADMINISTRATIVE,Lose
"IPCA,105,行商訴,17,20161107,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,3673,20070913,2",ADMINISTRATIVE,Lose
"IPCA,100,行專訴,1,20110602,4",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,91,20180320,2",ADMINISTRATIVE,Mixed
"TPBA,90,訴,404,20020529,2",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,143,20091105,2",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,44,20100701,2",ADMINISTRATIVE,Lose
"TPAA,90,判,2124,20011115,1",ADMINISTRATIVE,Lose
"IPCA,105,行商訴,138,20170608,2",ADMINISTRATIVE,Lose
"TPAA,96,判,1625,20070913,1",ADMINISTRATIVE,Lose
"TPAA,106,判,401,20170727,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,1591,20011101,1",ADMINISTRATIVE,Lose
"TPAA,100,判,805,20110519,1",ADMINISTRATIVE,Lose
"TPAA,91,判,59,20020111,1",ADMINISTRATIVE,Lose
"IPCA,110,行商訴,24,20211006,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1648,20010914,1",ADMINISTRATIVE,Lose
"IPCA,112,行專訴,12,20231229,3",ADMINISTRATIVE,Lose
"TPBA,94,訴,2481,20060731,2",ADMINISTRATIVE,Lose
"TPAA,99,判,1270,20101130,1",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,224,20100527,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,1197,20070315,3",ADMINISTRATIVE,Win
"TPBA,96,訴,348,20071025,2",ADMINISTRATIVE,Lose
"TPAA,90,判,1079,20010614,1",ADMINISTRATIVE,Lose
"TPAA,104,判,183,20150416,1",ADMINISTRATIVE,Lose
"TPAA,98,判,157,20090219,1",ADMINISTRATIVE,Lose
"TPAA,109,上,762,20220428,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,409,20050602,2",ADMINISTRATIVE,Lose
"TPAA,96,判,611,20070412,1",ADMINISTRATIVE,Lose
"IPCA,104,行商訴,88,20160108,2",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,8,20220907,1",ADMINISTRATIVE,Lose
"TPAA,93,判,888,20040709,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,3552,20070719,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,1076,20020109,1",ADMINISTRATIVE,Lose
"TPAA,104,判,661,20151112,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,3277,20031008,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,3998,20070809,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,4555,20080103,1",ADMINISTRATIVE,Mixed
"TPAA,106,判,561,20171012,1",ADMINISTRATIVE,Lose
"IPCA,108,行專訴,89,20200630,3",ADMINISTRATIVE,Win
"TPBA,96,訴,4279,20080507,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,2629,20050721,1",ADMINISTRATIVE,Lose
"IPCA,99,行商訴,192,20110317,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,62,20071115,2",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,69,20190131,2",ADMINISTRATIVE,Lose
"TPAA,90,判,2537,20011227,1",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,16,20090625,3",ADMINISTRATIVE,Lose
"TPBA,92,訴,1078,20040526,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,1946,20011109,1",ADMINISTRATIVE,Lose
"TPAA,90,判,2017,20011101,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,4935,20040506,2",ADMINISTRATIVE,Lose
"TPAA,93,判,1352,20041028,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,3302,20070809,1",ADMINISTRATIVE,Lose
"TPAA,110,上,172,20221006,1",ADMINISTRATIVE,Lose
"TPAA,89,判,60,20000113",ADMINISTRATIVE,Lose
"IPCA,97,行商更(一),6,20081126,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,3742,20040129,1",ADMINISTRATIVE,Mixed
"TPAA,93,判,266,20040311,1",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,51,20230630,2",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,88,20230727,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,228,20010927,1",ADMINISTRATIVE,Lose
"TPAA,88,判,484,19990305",ADMINISTRATIVE,Lose
"IPCA,111,行專訴,1,20221116,4",ADMINISTRATIVE,Lose
"TPBA,92,訴,1012,20040715,2",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,111,20201022,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,255,20051228,1",ADMINISTRATIVE,Win
"IPCA,106,行商訴,135,20180629,2",ADMINISTRATIVE,Lose
"IPCA,104,行商訴,43,20150827,1",ADMINISTRATIVE,Win
"TPAA,88,判,2380,19990610",ADMINISTRATIVE,Lose
"TPBA,94,訴,2688,20060824,2",ADMINISTRATIVE,Lose
"TPBA,92,訴,2005,20041111,2",ADMINISTRATIVE,Lose
"TPBA,95,訴,3322,20070718,2",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,54,20110825,2",ADMINISTRATIVE,Lose
"TPBA,89,訴,375,20010223,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,5048,20020814,1",ADMINISTRATIVE,Lose
"TPAA,95,判,1783,20061031,1",ADMINISTRATIVE,Lose
"IPCA,105,行商訴,119,20161222,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,3474,20051229,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,7,20090527,4",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,49,20140220,2",ADMINISTRATIVE,Win
"TPBA,93,訴,1498,20050819,2",ADMINISTRATIVE,Lose
"TPBA,94,訴,798,20060216,2",ADMINISTRATIVE,Win
"IPCA,101,行商訴,14,20120621,2",ADMINISTRATIVE,Lose
"TPAA,94,判,1371,20050908,1",ADMINISTRATIVE,Lose
"TPBA,93,訴,2303,20050713,1",ADMINISTRATIVE,Lose
"TPAA,108,上,664,20210204,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,3643,20080522,2",ADMINISTRATIVE,Win
"TPBA,95,訴,1442,20070214,1",ADMINISTRATIVE,Lose
"TPBA,91,訴,1477,20030514,2",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,29,20190815,2",ADMINISTRATIVE,Lose
"IPCA,103,行商訴,134,20150507,2",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,42,20181009,2",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,142,20140416,2",ADMINISTRATIVE,Win
"TPBA,95,訴,1314,20070125,1",ADMINISTRATIVE,Mixed
"TPAA,89,判,1267,20000427",ADMINISTRATIVE,Lose
"IPCA,103,行商訴,54,20140925,2",ADMINISTRATIVE,Lose
"TPAA,111,上,45,20230531,1",ADMINISTRATIVE,Lose
"TPBA,89,訴,2057,20010607,2",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,46,20221130,1",ADMINISTRATIVE,Win
"IPCA,101,行商訴,110,20130124,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,4103,20080430,1",ADMINISTRATIVE,Lose
"IPCA,112,行商訴,25,20231026,2",ADMINISTRATIVE,Mixed
"TPBA,90,訴,2597,20020313,2",ADMINISTRATIVE,Lose
"TPBA,96,訴,858,20071108,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,94,20100107,3",ADMINISTRATIVE,Lose
"TPBA,89,訴,131,20001207,1",ADMINISTRATIVE,Lose
"TPBA,94,訴,2739,20060713,2",ADMINISTRATIVE,Win
"IPCA,101,行商訴,62,20121101,1",ADMINISTRATIVE,Lose
"IPCA,98,行商訴,29,20090625,3",ADMINISTRATIVE,Lose
"IPCA,103,行商訴,94,20141231,1",ADMINISTRATIVE,Lose
"IPCA,107,行商訴,31,20180830,2",ADMINISTRATIVE,Lose
"IPCA,106,行商訴,4,20170727,3",ADMINISTRATIVE,Lose
"TPAA,102,判,715,20131121,1",ADMINISTRATIVE,Lose
"IPCA,104,行商訴,151,20160729,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,6771,20030130,2",ADMINISTRATIVE,Win
"IPCA,99,行商訴,176,20110217,1",ADMINISTRATIVE,Win
"TPAA,90,判,2321,20011207,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,181,20071004,2",ADMINISTRATIVE,Lose
"TPBA,91,訴,501,20030122,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,825,20070111,2",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,93,20100121,3",ADMINISTRATIVE,Win
"IPCA,101,行商訴,1,20120329,1",ADMINISTRATIVE,Lose
"IPCA,107,行專訴,29,20180823,3",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,145,20140430,2",ADMINISTRATIVE,Win
"IPCA,108,行專訴,39,20191017,4",ADMINISTRATIVE,Lose
"IPCA,100,行專訴,40,20111006,3",ADMINISTRATIVE,Lose
"IPCA,108,行商訴,89,20191231,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,57,20101011,3",ADMINISTRATIVE,Win
"TPBA,96,訴,3423,20080612,2",ADMINISTRATIVE,Lose
"TPBA,97,訴,1610,20090122,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,91,20101028,3",ADMINISTRATIVE,Lose
"TPBA,96,訴,1859,20080130,2",ADMINISTRATIVE,Lose
"TPAA,110,上,165,20220728,1",ADMINISTRATIVE,Lose
"IPCA,100,行商訴,86,20111124,2",ADMINISTRATIVE,Lose
"TPBA,93,訴,4116,20060621,1",ADMINISTRATIVE,Lose
"TPBA,90,訴,358,20011231,2",ADMINISTRATIVE,Lose
"TPAA,89,判,341,20000210",ADMINISTRATIVE,Lose
"TPBA,97,訴,380,20080814,3",ADMINISTRATIVE,Lose
"TPAA,93,判,1701,20041230,1",ADMINISTRATIVE,Lose
"TPAA,104,判,262,20150528,1",ADMINISTRATIVE,Lose
"TPAA,88,判,3197,19990730",ADMINISTRATIVE,Lose
"IPCA,102,行商訴,67,20131128,2",ADMINISTRATIVE,Win
"TPBA,92,訴更一,75,20040512,1",ADMINISTRATIVE,Lose
"IPCA,98,行專訴,120,20101202,3",ADMINISTRATIVE,Lose
"IPCA,112,行商訴,60,20240711,2",ADMINISTRATIVE,Lose
"IPCA,99,行專訴,9,20100916,3",ADMINISTRATIVE,Lose
"IPCA,111,行商訴,82,20230316,1",ADMINISTRATIVE,Lose
"IPCA,104,行商訴,4,20150826,2",ADMINISTRATIVE,Lose
"TPBA,90,訴,4914,20021025,2",ADMINISTRATIVE,Lose
"IPCA,103,行商訴,5,20140529,1",ADMINISTRATIVE,Mixed
"TPAA,107,判,441,20180730,1",ADMINISTRATIVE,Lose
"TPAA,100,判,647,20110429,1",ADMINISTRATIVE,Lose
"TPAA,96,判,326,20070301,1",ADMINISTRATIVE,Lose
"TPBA,95,訴,2017,20070705,2",ADMINISTRATIVE,Lose
"IPCA,110,行專訴,24,20220112,3",ADMINISTRATIVE,Lose
"IPCA,102,行專訴,31,20130717,3",ADMINISTRATIVE,Lose
"IPCA,111,行專訴,39,20230209,3",ADMINISTRATIVE,Lose
"TPAA,104,判,92,20150226,1",ADMINISTRATIVE,Lose
"TPBA,96,訴,3605,20080410,2",ADMINISTRATIVE,Win
"IPCA,103,行專訴,88,20150918,7",ADMINISTRATIVE,Lose
