Date,File,Maturity,Contract,ContractExpiryDate,Rf,S0
2024/03/21,OptionsDaily_2024_03_21.csv,0.03561643835616438,202404W1  ,2024/04/03,0.011,20199.09
2024/03/21,OptionsDaily_2024_03_21.csv,0.1506849315068493,202405  ,2024/05/15,0.011,20199.09
2024/03/21,OptionsDaily_2024_03_21.csv,0.2465753424657534,202406  ,2024/06/19,0.011,20199.09
2024/03/21,OptionsDaily_2024_03_21.csv,0.4958904109589041,202409  ,2024/09/18,0.011,20199.09
2024/03/22,OptionsDaily_2024_03_22.csv,0.0136986301369863,202403W4  ,2024/03/27,0.011,20228.43
2024/03/22,OptionsDaily_2024_03_22.csv,0.07123287671232877,202404  ,2024/04/17,0.011,20228.43
2024/03/22,OptionsDaily_2024_03_22.csv,0.03287671232876712,202404W1  ,2024/04/03,0.011,20228.43
2024/03/22,OptionsDaily_2024_03_22.csv,0.14794520547945206,202405  ,2024/05/15,0.011,20228.43
2024/03/22,OptionsDaily_2024_03_22.csv,0.24383561643835616,202406  ,2024/06/19,0.011,20228.43
2024/03/22,OptionsDaily_2024_03_22.csv,0.4931506849315068,202409  ,2024/09/18,0.011,20228.43
2024/03/25,OptionsDaily_2024_03_25.csv,0.005479452054794521,202403W4  ,2024/03/27,0.0125,20192.25
2024/03/25,OptionsDaily_2024_03_25.csv,0.06301369863013699,202404  ,2024/04/17,0.0125,20192.25
2024/03/25,OptionsDaily_2024_03_25.csv,0.024657534246575342,202404W1  ,2024/04/03,0.0125,20192.25
2024/03/25,OptionsDaily_2024_03_25.csv,0.13972602739726028,202405  ,2024/05/15,0.0125,20192.25
2024/03/25,OptionsDaily_2024_03_25.csv,0.2356164383561644,202406  ,2024/06/19,0.0125,20192.25
2024/03/25,OptionsDaily_2024_03_25.csv,0.4849315068493151,202409  ,2024/09/18,0.0125,20192.25
2024/03/26,OptionsDaily_2024_03_26.csv,0.0027397260273972603,202403W4  ,2024/03/27,0.0125,20126.49
2024/03/26,OptionsDaily_2024_03_26.csv,0.06027397260273973,202404  ,2024/04/17,0.0125,20126.49
2024/03/26,OptionsDaily_2024_03_26.csv,0.021917808219178082,202404W1  ,2024/04/03,0.0125,20126.49
2024/03/26,OptionsDaily_2024_03_26.csv,0.136986301369863,202405  ,2024/05/15,0.0125,20126.49
2024/03/26,OptionsDaily_2024_03_26.csv,0.2328767123287671,202406  ,2024/06/19,0.0125,20126.49
2024/03/26,OptionsDaily_2024_03_26.csv,0.4821917808219178,202409  ,2024/09/18,0.0125,20126.49
2024/03/27,OptionsDaily_2024_03_27.csv,0.0027397260273972603,202403W4  ,2024/03/27,0.0125,20200.12
2024/03/27,OptionsDaily_2024_03_27.csv,0.057534246575342465,202404  ,2024/04/17,0.0125,20200.12
2024/03/27,OptionsDaily_2024_03_27.csv,0.019178082191780823,202404W1  ,2024/04/03,0.0125,20200.12
2024/03/27,OptionsDaily_2024_03_27.csv,0.038356164383561646,202404W2  ,2024/04/10,0.0125,20200.12
2024/03/27,OptionsDaily_2024_03_27.csv,0.23013698630136986,202406  ,2024/06/19,0.0125,20200.12
2024/03/27,OptionsDaily_2024_03_27.csv,0.4794520547945205,202409  ,2024/09/18,0.0125,20200.12
2024/03/28,OptionsDaily_2024_03_28.csv,0.0547945205479452,202404  ,2024/04/17,0.0125,20146.55
2024/03/28,OptionsDaily_2024_03_28.csv,0.01643835616438356,202404W1  ,2024/04/03,0.0125,20146.55
2024/03/28,OptionsDaily_2024_03_28.csv,0.03561643835616438,202404W2  ,2024/04/10,0.0125,20146.55
2024/03/28,OptionsDaily_2024_03_28.csv,0.13150684931506848,202405  ,2024/05/15,0.0125,20146.55
2024/03/28,OptionsDaily_2024_03_28.csv,0.2273972602739726,202406  ,2024/06/19,0.0125,20146.55
2024/03/29,OptionsDaily_2024_03_29.csv,0.052054794520547946,202404  ,2024/04/17,0.0125,20294.45
2024/03/29,OptionsDaily_2024_03_29.csv,0.0136986301369863,202404W1  ,2024/04/03,0.0125,20294.45
2024/03/29,OptionsDaily_2024_03_29.csv,0.03287671232876712,202404W2  ,2024/04/10,0.0125,20294.45
2024/03/29,OptionsDaily_2024_03_29.csv,0.12876712328767123,202405  ,2024/05/15,0.0125,20294.45
2024/04/01,OptionsDaily_2024_04_01.csv,0.043835616438356165,202404  ,2024/04/17,0.0125,20222.33
2024/04/01,OptionsDaily_2024_04_01.csv,0.005479452054794521,202404W1  ,2024/04/03,0.0125,20222.33
2024/04/01,OptionsDaily_2024_04_01.csv,0.024657534246575342,202404W2  ,2024/04/10,0.0125,20222.33
2024/04/01,OptionsDaily_2024_04_01.csv,0.12054794520547946,202405  ,2024/05/15,0.0125,20222.33
2024/04/01,OptionsDaily_2024_04_01.csv,0.21643835616438356,202406  ,2024/06/19,0.0125,20222.33
2024/04/02,OptionsDaily_2024_04_02.csv,0.0410958904109589,202404  ,2024/04/17,0.0125,20466.57
2024/04/02,OptionsDaily_2024_04_02.csv,0.0027397260273972603,202404W1  ,2024/04/03,0.0125,20466.57
2024/04/02,OptionsDaily_2024_04_02.csv,0.021917808219178082,202404W2  ,2024/04/10,0.0125,20466.57
2024/04/02,OptionsDaily_2024_04_02.csv,0.1178082191780822,202405  ,2024/05/15,0.0125,20466.57
2024/04/02,OptionsDaily_2024_04_02.csv,0.2136986301369863,202406  ,2024/06/19,0.0125,20466.57
2024/04/03,OptionsDaily_2024_04_03.csv,0.038356164383561646,202404  ,2024/04/17,0.0125,20337.6
2024/04/03,OptionsDaily_2024_04_03.csv,0.0027397260273972603,202404W1  ,2024/04/03,0.0125,20337.6
2024/04/03,OptionsDaily_2024_04_03.csv,0.019178082191780823,202404W2  ,2024/04/10,0.0125,20337.6
2024/04/03,OptionsDaily_2024_04_03.csv,0.11506849315068493,202405  ,2024/05/15,0.0125,20337.6
2024/04/03,OptionsDaily_2024_04_03.csv,0.21095890410958903,202406  ,2024/06/19,0.0125,20337.6
2024/04/08,OptionsDaily_2024_04_08.csv,0.024657534246575342,202404  ,2024/04/17,0.0125,20417.7
2024/04/08,OptionsDaily_2024_04_08.csv,0.005479452054794521,202404W2  ,2024/04/10,0.0125,20417.7
2024/04/08,OptionsDaily_2024_04_08.csv,0.10136986301369863,202405  ,2024/05/15,0.0125,20417.7
2024/04/08,OptionsDaily_2024_04_08.csv,0.19726027397260273,202406  ,2024/06/19,0.0125,20417.7
2024/04/09,OptionsDaily_2024_04_09.csv,0.021917808219178082,202404  ,2024/04/17,0.0125,20796.2
2024/04/09,OptionsDaily_2024_04_09.csv,0.0027397260273972603,202404W2  ,2024/04/10,0.0125,20796.2
2024/04/09,OptionsDaily_2024_04_09.csv,0.09863013698630137,202405  ,2024/05/15,0.0125,20796.2
2024/04/09,OptionsDaily_2024_04_09.csv,0.19452054794520549,202406  ,2024/06/19,0.0125,20796.2
2024/04/09,OptionsDaily_2024_04_09.csv,0.6931506849315069,202412  ,2024/12/18,0.0125,20796.2
2024/04/10,OptionsDaily_2024_04_10.csv,0.019178082191780823,202404  ,2024/04/17,0.0125,20763.53
2024/04/10,OptionsDaily_2024_04_10.csv,0.0027397260273972603,202404W2  ,2024/04/10,0.0125,20763.53
2024/04/10,OptionsDaily_2024_04_10.csv,0.038356164383561646,202404W4  ,2024/04/24,0.0125,20763.53
2024/04/10,OptionsDaily_2024_04_10.csv,0.0958904109589041,202405  ,2024/05/15,0.0125,20763.53
2024/04/10,OptionsDaily_2024_04_10.csv,0.1917808219178082,202406  ,2024/06/19,0.0125,20763.53
2024/04/11,OptionsDaily_2024_04_11.csv,0.01643835616438356,202404  ,2024/04/17,0.0125,20753.22
2024/04/11,OptionsDaily_2024_04_11.csv,0.03561643835616438,202404W4  ,2024/04/24,0.0125,20753.22
2024/04/11,OptionsDaily_2024_04_11.csv,0.09315068493150686,202405  ,2024/05/15,0.0125,20753.22
2024/04/11,OptionsDaily_2024_04_11.csv,0.18904109589041096,202406  ,2024/06/19,0.0125,20753.22
2024/04/12,OptionsDaily_2024_04_12.csv,0.0136986301369863,202404  ,2024/04/17,0.0125,20736.57
2024/04/12,OptionsDaily_2024_04_12.csv,0.03287671232876712,202404W4  ,2024/04/24,0.0125,20736.57
2024/04/12,OptionsDaily_2024_04_12.csv,0.09041095890410959,202405  ,2024/05/15,0.0125,20736.57
2024/04/12,OptionsDaily_2024_04_12.csv,0.43561643835616437,202409  ,2024/09/18,0.0125,20736.57
2024/04/15,OptionsDaily_2024_04_15.csv,0.005479452054794521,202404  ,2024/04/17,0.0125,20449.77
2024/04/15,OptionsDaily_2024_04_15.csv,0.024657534246575342,202404W4  ,2024/04/24,0.0125,20449.77
2024/04/15,OptionsDaily_2024_04_15.csv,0.0821917808219178,202405  ,2024/05/15,0.0125,20449.77
2024/04/15,OptionsDaily_2024_04_15.csv,0.1780821917808219,202406  ,2024/06/19,0.0125,20449.77
2024/04/16,OptionsDaily_2024_04_16.csv,0.0027397260273972603,202404  ,2024/04/17,0.0125,19901.96
2024/04/16,OptionsDaily_2024_04_16.csv,0.021917808219178082,202404W4  ,2024/04/24,0.0125,19901.96
2024/04/16,OptionsDaily_2024_04_16.csv,0.07945205479452055,202405  ,2024/05/15,0.0125,19901.96
2024/04/16,OptionsDaily_2024_04_16.csv,0.17534246575342466,202406  ,2024/06/19,0.0125,19901.96
2024/04/16,OptionsDaily_2024_04_16.csv,0.4246575342465753,202409  ,2024/09/18,0.0125,19901.96
2024/04/16,OptionsDaily_2024_04_16.csv,0.673972602739726,202412  ,2024/12/18,0.0125,19901.96
2024/04/17,OptionsDaily_2024_04_17.csv,0.0027397260273972603,202404  ,2024/04/17,0.0125,20213.33
2024/04/17,OptionsDaily_2024_04_17.csv,0.019178082191780823,202404W4  ,2024/04/24,0.0125,20213.33
2024/04/17,OptionsDaily_2024_04_17.csv,0.07671232876712329,202405  ,2024/05/15,0.0125,20213.33
2024/04/17,OptionsDaily_2024_04_17.csv,0.038356164383561646,202405W1  ,2024/05/01,0.0125,20213.33
2024/04/17,OptionsDaily_2024_04_17.csv,0.1726027397260274,202406  ,2024/06/19,0.0125,20213.33
2024/04/18,OptionsDaily_2024_04_18.csv,0.01643835616438356,202404W4  ,2024/04/24,0.0125,20301.2
2024/04/18,OptionsDaily_2024_04_18.csv,0.07397260273972603,202405  ,2024/05/15,0.0125,20301.2
2024/04/18,OptionsDaily_2024_04_18.csv,0.03561643835616438,202405W1  ,2024/05/01,0.0125,20301.2
2024/04/18,OptionsDaily_2024_04_18.csv,0.16986301369863013,202406  ,2024/06/19,0.0125,20301.2
2024/04/19,OptionsDaily_2024_04_19.csv,0.0136986301369863,202404W4  ,2024/04/24,0.0125,19527.12
2024/04/19,OptionsDaily_2024_04_19.csv,0.07123287671232877,202405  ,2024/05/15,0.0125,19527.12
2024/04/19,OptionsDaily_2024_04_19.csv,0.03287671232876712,202405W1  ,2024/05/01,0.0125,19527.12
2024/04/19,OptionsDaily_2024_04_19.csv,0.16712328767123288,202406  ,2024/06/19,0.0125,19527.12
2024/04/19,OptionsDaily_2024_04_19.csv,0.6657534246575343,202412  ,2024/12/18,0.0125,19527.12
2024/04/22,OptionsDaily_2024_04_22.csv,0.005479452054794521,202404W4  ,2024/04/24,0.0125,19411.22
2024/04/22,OptionsDaily_2024_04_22.csv,0.06301369863013699,202405  ,2024/05/15,0.0125,19411.22
2024/04/22,OptionsDaily_2024_04_22.csv,0.024657534246575342,202405W1  ,2024/05/01,0.0125,19411.22
2024/04/22,OptionsDaily_2024_04_22.csv,0.1589041095890411,202406  ,2024/06/19,0.0125,19411.22
2024/04/23,OptionsDaily_2024_04_23.csv,0.0027397260273972603,202404W4  ,2024/04/24,0.0125,19599.28
2024/04/23,OptionsDaily_2024_04_23.csv,0.06027397260273973,202405  ,2024/05/15,0.0125,19599.28
2024/04/23,OptionsDaily_2024_04_23.csv,0.021917808219178082,202405W1  ,2024/05/01,0.0125,19599.28
2024/04/23,OptionsDaily_2024_04_23.csv,0.15616438356164383,202406  ,2024/06/19,0.0125,19599.28
2024/04/24,OptionsDaily_2024_04_24.csv,0.0027397260273972603,202404W4  ,2024/04/24,0.0125,20131.74
2024/04/24,OptionsDaily_2024_04_24.csv,0.057534246575342465,202405  ,2024/05/15,0.0125,20131.74
2024/04/24,OptionsDaily_2024_04_24.csv,0.019178082191780823,202405W1  ,2024/05/01,0.0125,20131.74
2024/04/24,OptionsDaily_2024_04_24.csv,0.038356164383561646,202405W2  ,2024/05/08,0.0125,20131.74
2024/04/24,OptionsDaily_2024_04_24.csv,0.15342465753424658,202406  ,2024/06/19,0.0125,20131.74
2024/04/25,OptionsDaily_2024_04_25.csv,0.0547945205479452,202405  ,2024/05/15,0.0125,19857.42
2024/04/25,OptionsDaily_2024_04_25.csv,0.01643835616438356,202405W1  ,2024/05/01,0.0125,19857.42
2024/04/25,OptionsDaily_2024_04_25.csv,0.03561643835616438,202405W2  ,2024/05/08,0.0125,19857.42
2024/04/25,OptionsDaily_2024_04_25.csv,0.1506849315068493,202406  ,2024/06/19,0.0125,19857.42
2024/04/25,OptionsDaily_2024_04_25.csv,0.2273972602739726,202407  ,2024/07/17,0.0125,19857.42
2024/04/26,OptionsDaily_2024_04_26.csv,0.052054794520547946,202405  ,2024/05/15,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.0136986301369863,202405W1  ,2024/05/01,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.03287671232876712,202405W2  ,2024/05/08,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.14794520547945206,202406  ,2024/06/19,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.22465753424657534,202407  ,2024/07/17,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.3972602739726027,202409  ,2024/09/18,0.0125,20120.51
2024/04/26,OptionsDaily_2024_04_26.csv,0.6465753424657534,202412  ,2024/12/18,0.0125,20120.51
2024/04/29,OptionsDaily_2024_04_29.csv,0.043835616438356165,202405  ,2024/05/15,0.0125,20495.52
2024/04/29,OptionsDaily_2024_04_29.csv,0.005479452054794521,202405W1  ,2024/05/01,0.0125,20495.52
2024/04/29,OptionsDaily_2024_04_29.csv,0.024657534246575342,202405W2  ,2024/05/08,0.0125,20495.52
2024/04/29,OptionsDaily_2024_04_29.csv,0.13972602739726028,202406  ,2024/06/19,0.0125,20495.52
2024/04/29,OptionsDaily_2024_04_29.csv,0.21643835616438356,202407  ,2024/07/17,0.0125,20495.52
2024/04/30,OptionsDaily_2024_04_30.csv,0.0410958904109589,202405  ,2024/05/15,0.0125,20396.6
2024/04/30,OptionsDaily_2024_04_30.csv,0.0027397260273972603,202405W1  ,2024/05/01,0.0125,20396.6
2024/04/30,OptionsDaily_2024_04_30.csv,0.021917808219178082,202405W2  ,2024/05/08,0.0125,20396.6
2024/04/30,OptionsDaily_2024_04_30.csv,0.136986301369863,202406  ,2024/06/19,0.0125,20396.6
2024/04/30,OptionsDaily_2024_04_30.csv,0.3863013698630137,202409  ,2024/09/18,0.0125,20396.6
2024/05/02,OptionsDaily_2024_05_02.csv,0.03561643835616438,202405  ,2024/05/15,0.0125,20222.44
2024/05/02,OptionsDaily_2024_05_02.csv,0.0027397260273972603,202405W1  ,2024/05/01,0.0125,20222.44
2024/05/02,OptionsDaily_2024_05_02.csv,0.01643835616438356,202405W2  ,2024/05/08,0.0125,20222.44
2024/05/02,OptionsDaily_2024_05_02.csv,0.13150684931506848,202406  ,2024/06/19,0.0125,20222.44
2024/05/03,OptionsDaily_2024_05_03.csv,0.03287671232876712,202405  ,2024/05/15,0.0125,20330.32
2024/05/03,OptionsDaily_2024_05_03.csv,0.0136986301369863,202405W2  ,2024/05/08,0.0125,20330.32
2024/05/03,OptionsDaily_2024_05_03.csv,0.12876712328767123,202406  ,2024/06/19,0.0125,20330.32
2024/05/03,OptionsDaily_2024_05_03.csv,0.2054794520547945,202407  ,2024/07/17,0.0125,20330.32
2024/05/06,OptionsDaily_2024_05_06.csv,0.024657534246575342,202405  ,2024/05/15,0.0125,20523.31
2024/05/06,OptionsDaily_2024_05_06.csv,0.005479452054794521,202405W2  ,2024/05/08,0.0125,20523.31
2024/05/06,OptionsDaily_2024_05_06.csv,0.12054794520547946,202406  ,2024/06/19,0.0125,20523.31
2024/05/06,OptionsDaily_2024_05_06.csv,0.19726027397260273,202407  ,2024/07/17,0.0125,20523.31
2024/05/06,OptionsDaily_2024_05_06.csv,0.3698630136986301,202409  ,2024/09/18,0.0125,20523.31
2024/05/07,OptionsDaily_2024_05_07.csv,0.021917808219178082,202405  ,2024/05/15,0.0125,20653.53
2024/05/07,OptionsDaily_2024_05_07.csv,0.0027397260273972603,202405W2  ,2024/05/08,0.0125,20653.53
2024/05/07,OptionsDaily_2024_05_07.csv,0.1178082191780822,202406  ,2024/06/19,0.0125,20653.53
2024/05/07,OptionsDaily_2024_05_07.csv,0.36712328767123287,202409  ,2024/09/18,0.0125,20653.53
2024/05/07,OptionsDaily_2024_05_07.csv,0.6164383561643836,202412  ,2024/12/18,0.0125,20653.53
2024/05/08,OptionsDaily_2024_05_08.csv,0.019178082191780823,202405  ,2024/05/15,0.0125,20700.51
2024/05/08,OptionsDaily_2024_05_08.csv,0.0027397260273972603,202405W2  ,2024/05/08,0.0125,20700.51
2024/05/08,OptionsDaily_2024_05_08.csv,0.038356164383561646,202405W4  ,2024/05/22,0.0125,20700.51
2024/05/08,OptionsDaily_2024_05_08.csv,0.11506849315068493,202406  ,2024/06/19,0.0125,20700.51
2024/05/09,OptionsDaily_2024_05_09.csv,0.01643835616438356,202405  ,2024/05/15,0.0125,20560.77
2024/05/09,OptionsDaily_2024_05_09.csv,0.03561643835616438,202405W4  ,2024/05/22,0.0125,20560.77
2024/05/09,OptionsDaily_2024_05_09.csv,0.11232876712328767,202406  ,2024/06/19,0.0125,20560.77
2024/05/09,OptionsDaily_2024_05_09.csv,0.18904109589041096,202407  ,2024/07/17,0.0125,20560.77
2024/05/09,OptionsDaily_2024_05_09.csv,0.36164383561643837,202409  ,2024/09/18,0.0125,20560.77
2024/05/10,OptionsDaily_2024_05_10.csv,0.0136986301369863,202405  ,2024/05/15,0.0125,20708.84
2024/05/10,OptionsDaily_2024_05_10.csv,0.03287671232876712,202405W4  ,2024/05/22,0.0125,20708.84
2024/05/10,OptionsDaily_2024_05_10.csv,0.1095890410958904,202406  ,2024/06/19,0.0125,20708.84
2024/05/10,OptionsDaily_2024_05_10.csv,0.3589041095890411,202409  ,2024/09/18,0.0125,20708.84
2024/05/13,OptionsDaily_2024_05_13.csv,0.005479452054794521,202405  ,2024/05/15,0.0125,20857.71
2024/05/13,OptionsDaily_2024_05_13.csv,0.024657534246575342,202405W4  ,2024/05/22,0.0125,20857.71
2024/05/13,OptionsDaily_2024_05_13.csv,0.10136986301369863,202406  ,2024/06/19,0.0125,20857.71
2024/05/13,OptionsDaily_2024_05_13.csv,0.1780821917808219,202407  ,2024/07/17,0.0125,20857.71
2024/05/13,OptionsDaily_2024_05_13.csv,0.3506849315068493,202409  ,2024/09/18,0.0125,20857.71
2024/05/14,OptionsDaily_2024_05_14.csv,0.0027397260273972603,202405  ,2024/05/15,0.0125,20985.85
2024/05/14,OptionsDaily_2024_05_14.csv,0.021917808219178082,202405W4  ,2024/05/22,0.0125,20985.85
2024/05/14,OptionsDaily_2024_05_14.csv,0.09863013698630137,202406  ,2024/06/19,0.0125,20985.85
2024/05/14,OptionsDaily_2024_05_14.csv,0.17534246575342466,202407  ,2024/07/17,0.0125,20985.85
2024/05/15,OptionsDaily_2024_05_15.csv,0.0027397260273972603,202405  ,2024/05/15,0.0125,21147.21
2024/05/15,OptionsDaily_2024_05_15.csv,0.019178082191780823,202405W4  ,2024/05/22,0.0125,21147.21
2024/05/15,OptionsDaily_2024_05_15.csv,0.038356164383561646,202405W5  ,2024/05/29,0.0125,21147.21
2024/05/15,OptionsDaily_2024_05_15.csv,0.0958904109589041,202406  ,2024/06/19,0.0125,21147.21
2024/05/15,OptionsDaily_2024_05_15.csv,0.1726027397260274,202407  ,2024/07/17,0.0125,21147.21
2024/05/15,OptionsDaily_2024_05_15.csv,0.3452054794520548,202409  ,2024/09/18,0.0125,21147.21
2024/05/16,OptionsDaily_2024_05_16.csv,0.01643835616438356,202405W4  ,2024/05/22,0.0125,21304.26
2024/05/16,OptionsDaily_2024_05_16.csv,0.03561643835616438,202405W5  ,2024/05/29,0.0125,21304.26
2024/05/16,OptionsDaily_2024_05_16.csv,0.09315068493150686,202406  ,2024/06/19,0.0125,21304.26
2024/05/16,OptionsDaily_2024_05_16.csv,0.16986301369863013,202407  ,2024/07/17,0.0125,21304.26
2024/05/16,OptionsDaily_2024_05_16.csv,0.3424657534246575,202409  ,2024/09/18,0.0125,21304.26
2024/05/17,OptionsDaily_2024_05_17.csv,0.0136986301369863,202405W4  ,2024/05/22,0.0125,21258.47
2024/05/17,OptionsDaily_2024_05_17.csv,0.03287671232876712,202405W5  ,2024/05/29,0.0125,21258.47
2024/05/17,OptionsDaily_2024_05_17.csv,0.09041095890410959,202406  ,2024/06/19,0.0125,21258.47
2024/05/17,OptionsDaily_2024_05_17.csv,0.16712328767123288,202407  ,2024/07/17,0.0125,21258.47
2024/05/20,OptionsDaily_2024_05_20.csv,0.005479452054794521,202405W4  ,2024/05/22,0.0125,21271.63
2024/05/20,OptionsDaily_2024_05_20.csv,0.024657534246575342,202405W5  ,2024/05/29,0.0125,21271.63
2024/05/20,OptionsDaily_2024_05_20.csv,0.0821917808219178,202406  ,2024/06/19,0.0125,21271.63
2024/05/20,OptionsDaily_2024_05_20.csv,0.1589041095890411,202407  ,2024/07/17,0.0125,21271.63
2024/05/21,OptionsDaily_2024_05_21.csv,0.0027397260273972603,202405W4  ,2024/05/22,0.0125,21236.75
2024/05/21,OptionsDaily_2024_05_21.csv,0.021917808219178082,202405W5  ,2024/05/29,0.0125,21236.75
2024/05/21,OptionsDaily_2024_05_21.csv,0.07945205479452055,202406  ,2024/06/19,0.0125,21236.75
2024/05/21,OptionsDaily_2024_05_21.csv,0.3287671232876712,202409  ,2024/09/18,0.0125,21236.75
2024/05/22,OptionsDaily_2024_05_22.csv,0.0027397260273972603,202405W4  ,2024/05/22,0.0125,21551.83
2024/05/22,OptionsDaily_2024_05_22.csv,0.019178082191780823,202405W5  ,2024/05/29,0.0125,21551.83
2024/05/22,OptionsDaily_2024_05_22.csv,0.07671232876712329,202406  ,2024/06/19,0.0125,21551.83
2024/05/22,OptionsDaily_2024_05_22.csv,0.038356164383561646,202406W1  ,2024/06/05,0.0125,21551.83
2024/05/22,OptionsDaily_2024_05_22.csv,0.32602739726027397,202409  ,2024/09/18,0.0125,21551.83
2024/05/23,OptionsDaily_2024_05_23.csv,0.01643835616438356,202405W5  ,2024/05/29,0.0125,21607.43
2024/05/23,OptionsDaily_2024_05_23.csv,0.07397260273972603,202406  ,2024/06/19,0.0125,21607.43
2024/05/23,OptionsDaily_2024_05_23.csv,0.03561643835616438,202406W1  ,2024/06/05,0.0125,21607.43
2024/05/23,OptionsDaily_2024_05_23.csv,0.1506849315068493,202407  ,2024/07/17,0.0125,21607.43
2024/05/23,OptionsDaily_2024_05_23.csv,0.3232876712328767,202409  ,2024/09/18,0.0125,21607.43
2024/05/24,OptionsDaily_2024_05_24.csv,0.0136986301369863,202405W5  ,2024/05/29,0.0125,21565.34
2024/05/24,OptionsDaily_2024_05_24.csv,0.07123287671232877,202406  ,2024/06/19,0.0125,21565.34
2024/05/24,OptionsDaily_2024_05_24.csv,0.03287671232876712,202406W1  ,2024/06/05,0.0125,21565.34
2024/05/24,OptionsDaily_2024_05_24.csv,0.14794520547945206,202407  ,2024/07/17,0.0125,21565.34
2024/05/24,OptionsDaily_2024_05_24.csv,0.24383561643835616,202408  ,2024/08/21,0.0125,21565.34
2024/05/24,OptionsDaily_2024_05_24.csv,0.5698630136986301,202412  ,2024/12/18,0.0125,21565.34
2024/05/27,OptionsDaily_2024_05_27.csv,0.005479452054794521,202405W5  ,2024/05/29,0.0125,21803.77
2024/05/27,OptionsDaily_2024_05_27.csv,0.06301369863013699,202406  ,2024/06/19,0.0125,21803.77
2024/05/27,OptionsDaily_2024_05_27.csv,0.024657534246575342,202406W1  ,2024/06/05,0.0125,21803.77
2024/05/27,OptionsDaily_2024_05_27.csv,0.13972602739726028,202407  ,2024/07/17,0.0125,21803.77
2024/05/28,OptionsDaily_2024_05_28.csv,0.0027397260273972603,202405W5  ,2024/05/29,0.0125,21858.41
2024/05/28,OptionsDaily_2024_05_28.csv,0.06027397260273973,202406  ,2024/06/19,0.0125,21858.41
2024/05/28,OptionsDaily_2024_05_28.csv,0.021917808219178082,202406W1  ,2024/06/05,0.0125,21858.41
2024/05/28,OptionsDaily_2024_05_28.csv,0.136986301369863,202407  ,2024/07/17,0.0125,21858.41
2024/05/28,OptionsDaily_2024_05_28.csv,0.3095890410958904,202409  ,2024/09/18,0.0125,21858.41
2024/05/29,OptionsDaily_2024_05_29.csv,0.0027397260273972603,202405W5  ,2024/05/29,0.0125,21662.5
2024/05/29,OptionsDaily_2024_05_29.csv,0.057534246575342465,202406  ,2024/06/19,0.0125,21662.5
2024/05/29,OptionsDaily_2024_05_29.csv,0.019178082191780823,202406W1  ,2024/06/05,0.0125,21662.5
2024/05/29,OptionsDaily_2024_05_29.csv,0.038356164383561646,202406W2  ,2024/06/12,0.0125,21662.5
2024/05/29,OptionsDaily_2024_05_29.csv,0.13424657534246576,202407  ,2024/07/17,0.0125,21662.5
2024/05/29,OptionsDaily_2024_05_29.csv,0.23013698630136986,202408  ,2024/08/21,0.0125,21662.5
2024/05/30,OptionsDaily_2024_05_30.csv,0.0547945205479452,202406  ,2024/06/19,0.0125,21364.48
2024/05/30,OptionsDaily_2024_05_30.csv,0.01643835616438356,202406W1  ,2024/06/05,0.0125,21364.48
2024/05/30,OptionsDaily_2024_05_30.csv,0.03561643835616438,202406W2  ,2024/06/12,0.0125,21364.48
2024/05/30,OptionsDaily_2024_05_30.csv,0.13150684931506848,202407  ,2024/07/17,0.0125,21364.48
2024/05/30,OptionsDaily_2024_05_30.csv,0.5534246575342465,202412  ,2024/12/18,0.0125,21364.48
2024/05/31,OptionsDaily_2024_05_31.csv,0.052054794520547946,202406  ,2024/06/19,0.0125,21174.22
2024/05/31,OptionsDaily_2024_05_31.csv,0.0136986301369863,202406W1  ,2024/06/05,0.0125,21174.22
2024/05/31,OptionsDaily_2024_05_31.csv,0.03287671232876712,202406W2  ,2024/06/12,0.0125,21174.22
2024/05/31,OptionsDaily_2024_05_31.csv,0.12876712328767123,202407  ,2024/07/17,0.0125,21174.22
2024/05/31,OptionsDaily_2024_05_31.csv,0.22465753424657534,202408  ,2024/08/21,0.0125,21174.22
2024/05/31,OptionsDaily_2024_05_31.csv,0.5506849315068493,202412  ,2024/12/18,0.0125,21174.22
2024/06/03,OptionsDaily_2024_06_03.csv,0.043835616438356165,202406  ,2024/06/19,0.0125,21536.76
2024/06/03,OptionsDaily_2024_06_03.csv,0.005479452054794521,202406W1  ,2024/06/05,0.0125,21536.76
2024/06/03,OptionsDaily_2024_06_03.csv,0.024657534246575342,202406W2  ,2024/06/12,0.0125,21536.76
2024/06/03,OptionsDaily_2024_06_03.csv,0.12054794520547946,202407  ,2024/07/17,0.0125,21536.76
2024/06/03,OptionsDaily_2024_06_03.csv,0.21643835616438356,202408  ,2024/08/21,0.0125,21536.76
2024/06/03,OptionsDaily_2024_06_03.csv,0.29315068493150687,202409  ,2024/09/18,0.0125,21536.76
2024/06/04,OptionsDaily_2024_06_04.csv,0.0410958904109589,202406  ,2024/06/19,0.0125,21356.62
2024/06/04,OptionsDaily_2024_06_04.csv,0.0027397260273972603,202406W1  ,2024/06/05,0.0125,21356.62
